UID,SAM_CODE,LAB,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ALUMINUM_UNITS,AMMONIA_N_UNITS,ANC_UNITS,CALCIUM_UNITS,CHLORIDE_UNITS,COLOR_UNITS,COND_UNITS,DOC_UNITS,MAGNESIUM_UNITS,NITRATE_N_UNITS,NITRATE_NITRITE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PH_UNITS,POTASSIUM_UNITS,PTL_UNITS,SILICA_UNITS,SODIUM_UNITS,SULFATE_UNITS,TOC_UNITS,TSS_UNITS,TURB_UNITS,ALUMINUM_DATE_ANALYZED,ALUMINUM_HOLDING_TIME,ALUMINUM_LAB_FLAG,ALUMINUM_LAB_SAMPLE_ID,ALUMINUM_MDL,ALUMINUM_QA_FLAG,ALUMINUM_RESULT,ALUMINUM_RL,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_FLAG,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_FLAG,ANC_LAB_SAMPLE_ID,ANC_QA_FLAG,ANC_RESULT,CALCIUM_DATE_ANALYZED,CALCIUM_HOLDING_TIME,CALCIUM_LAB_FLAG,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CHLORIDE_DATE_ANALYZED,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_FLAG,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_FLAG,COLOR_LAB_SAMPLE_ID,COLOR_MDL,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_FLAG,COND_LAB_SAMPLE_ID,COND_MDL,COND_QA_FLAG,COND_RESULT,COND_RL,DOC_DATE_ANALYZED,DOC_HOLDING_TIME,DOC_LAB_FLAG,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_QA_FLAG,DOC_RESULT,DOC_RL,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_FLAG,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,NITRATE_N_DATE_ANALYZED,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_FLAG,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_FLAG,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRITE_N_DATE_ANALYZED,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_FLAG,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NTL_DATE_ANALYZED,NTL_HOLDING_TIME,NTL_LAB_FLAG,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_QA_FLAG,NTL_RESULT,NTL_RL,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_FLAG,PH_LAB_SAMPLE_ID,PH_QA_FLAG,PH_RESULT,POTASSIUM_DATE_ANALYZED,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_FLAG,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,PTL_DATE_ANALYZED,PTL_HOLDING_TIME,PTL_LAB_FLAG,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_QA_FLAG,PTL_RESULT,PTL_RL,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_FLAG,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SODIUM_DATE_ANALYZED,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SULFATE_DATE_ANALYZED,SULFATE_HOLDING_TIME,SULFATE_LAB_FLAG,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,NO3toP,TOC_HOLDING_TIME,TOC_RESULT,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_LAB_SAMPLE_ID,TSS_MDL,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_FLAG,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_QA_FLAG,TURB_RESULT,TURB_RL,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID,CHEM_SHIP_FLAG,NUTS_SAMPLE_ID,NUTS_SHIP_FLAG,SITE_ID,VISIT_NO,DATE_COL,ELEVATION,EPA_REG,EVAL_NAME,HUC2,HUC8,LAT_DD83,LON_DD83,ST_SITEID,ST_STRATUM,XCOORD,YCOORD
6222,REGULAR,WRS,120725.1,120522.1,120521.1,120725.1,120521.1,120518.1,120521.1,120522.1,120725.1,120524.1,120521.1,120521.1,120604.1,120521.1,120725.1,120604.1,120521.1,120725.1,120521.1,,,120521.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/25/2012,70,,1210009,0.01,,0.041,0.02,5/22/2012,6,,1210009,0.002,,0.0064,0.004,5/21/2012,5,,1210009,,1768,7/25/2012,70,,1210009,0.02,,24.3,0.04,5/21/2012,5,,1210009,0.03,,38.083,0.06,5/18/2012,2,,1210009,,,23,5,5/21/2012,5,,1210009,,,307,2,5/22/2012,6,,1210009,0.1,,14.63,0.2,7/25/2012,70,,1210009,0.01,,8.444,0.02,5/24/2012,8,>HT <LRL (0.02),1210009,0.01,L;H,0.019,0.02,5/21/2012,5,,1210009,0.01,L,0.019,0.02,5/21/2012,5,<LRL (0.02),1210009,0.01,ND,0,0.02,6/4/2012,19,,1210009,0.01,,1.511,0.02,5/21/2012,5,>HT,1210009,H,8.52,7/25/2012,70,,1210009,0.04,,11.52,0.08,6/4/2012,19,,1210009,2,,43,4,5/21/2012,5,,1210009,0.005,,1.545,0.01,7/25/2012,70,1210009,0.02,,21.88,0.04,5/21/2012,5,,1210009,0.09,,7.71,0.18,0.00044186,NA,NA,,NA,,,,NA,NA,5/21/2012,5,>HT,1210009,,H,6.7,2,,,,,,,,,,,,,,,,,,,626180,,626183,,NLA12_FL_102,1,5/16/2012,38.73,Region_4,Lake Haines,3,3100101,28.09204922,-81.70722184,NLA12_FL_102,FL_NLA07RVT,1404041.425,_942877.0015
6226,REGULAR,WRS,120725.1,120522.1,120521.1,120725.1,120521.1,120518.1,120521.1,120522.1,120725.1,120524.1,120521.1,120521.1,120604.1,120521.1,120725.1,120604.1,120521.1,120725.1,120521.1,,,120521.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/25/2012,70,<LRL (0.02),1210010,0.01,L,0.011,0.02,5/22/2012,6,<LRL (0.004),1210010,0.002,L,0.0014,0.004,5/21/2012,5,,1210010,,410.9,7/25/2012,70,,1210010,0.02,,3.199,0.04,5/21/2012,5,,1210010,0.03,,2.374,0.06,5/18/2012,2,,1210010,,,8,5,5/21/2012,5,,1210010,,,53.4,2,5/22/2012,6,,1210010,0.1,,3.13,0.2,7/25/2012,70,,1210010,0.01,,1.437,0.02,5/24/2012,8,>HT <LRL (0.02),1210010,0.01,L;H,0.019,0.02,5/21/2012,5,,1210010,0.01,L,0.019,0.02,5/21/2012,5,<LRL (0.02),1210010,0.01,ND,0,0.02,6/4/2012,19,,1210010,0.01,,0.323,0.02,5/21/2012,5,>HT,1210010,H,7.44,7/25/2012,70,,1210010,0.04,,2.023,0.08,6/4/2012,19,,1210010,2,,32,4,5/21/2012,5,,1210010,0.005,,9.679,0.01,7/25/2012,70,1210010,0.02,,4.928,0.04,5/21/2012,5,,1210010,0.09,,2.248,0.18,0.00059375,NA,NA,,NA,,,,NA,NA,5/21/2012,5,>HT,1210010,,H,2.32,2,,,,,,,,,,,,,,,,,,,620030,,620033,,NLA12_GA_112,1,5/16/2012,248.22,Region_4,Miriatoto Lake,3,3070103,33.37323584,-84.28588958,NLA12_GA_112,GA_NLA12NEW,1080002.721,_395179.9899
6227,REGULAR,WRS,120725.1,120522.1,120521.1,120725.1,120521.1,120521.1,120521.1,120522.1,120725.1,120524.1,120521.1,120521.1,120604.1,120521.1,120725.1,120604.1,120521.1,120725.1,120521.1,,,120521.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/25/2012,69,,1210014,0.01,,0.028,0.02,5/22/2012,5,,1210014,0.002,,0.033,0.004,5/21/2012,4,,1210014,,2686,7/25/2012,69,,1210014,0.02,,33.52,0.04,5/21/2012,4,,1210014,0.03,,8.545,0.06,5/21/2012,4,>HT,1210014,,H,24,5,5/21/2012,4,,1210014,,,272,2,5/22/2012,5,,1210014,0.1,,4.39,0.2,7/25/2012,69,,1210014,0.01,,10.42,0.02,5/24/2012,7,<LRL (0.02),1210014,0.01,L,0.019,0.02,5/21/2012,4,,1210014,0.01,L,0.019,0.02,5/21/2012,4,<LRL (0.02),1210014,0.01,ND,0,0.02,6/4/2012,18,,1210014,0.01,,0.44,0.02,5/21/2012,4,>HT,1210014,H,8.24,7/25/2012,69,,1210014,0.04,,4.011,0.08,6/4/2012,18,,1210014,2,,80,4,5/21/2012,4,,1210014,0.005,,24.141,0.01,7/25/2012,69,1210014,0.02,,9.244,0.04,5/21/2012,4,,1210014,0.09,,1.003,0.18,0.0002375,NA,NA,,NA,,,,NA,NA,5/21/2012,4,>HT,1210014,,H,1.83,2,,,,,,,,,,,,,,,,,,,620180,Ship Flag,620183,Ship Flag,NLA12_UT_108,1,5/17/2012,2132,Region_8,Koosharem Reservoir,16,16030002,38.60046835,-111.841172,NLA12_UT_108,UT_NLA07RVT,_1360346.729,236984.3669
6228,REGULAR,WRS,120725.1,120522.1,120521.1,120725.1,120521.1,120519.1,120521.1,120522.1,120725.1,120524.1,120521.1,120521.1,120604.1,120521.1,120725.1,120604.1,120521.1,120725.1,120521.1,,,120521.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/25/2012,69,<LRL (0.02),1210012,0.01,L,0.011,0.02,5/22/2012,5,<LRL (0.004),1210012,0.002,L,0.0014,0.004,5/21/2012,4,,1210012,,224.3,7/25/2012,69,,1210012,0.02,,15.4,0.04,5/21/2012,4,,1210012,0.03,,73.523,0.06,5/19/2012,2,,1210012,,,9,5,5/21/2012,4,,1210012,,,465,2,5/22/2012,5,,1210012,0.1,,5.86,0.2,7/25/2012,69,,1210012,0.01,,11.56,0.02,5/24/2012,7,<LRL (0.02),1210012,0.01,L,0.019,0.02,5/21/2012,4,,1210012,0.01,L,0.019,0.02,5/21/2012,4,<LRL (0.02),1210012,0.01,ND,0,0.02,6/4/2012,18,,1210012,0.01,,0.546,0.02,5/21/2012,4,>HT,1210012,H,7.08,7/25/2012,69,,1210012,0.04,,10.9,0.08,6/4/2012,18,,1210012,2,,9,4,5/21/2012,4,,1210012,0.005,,0.134,0.01,7/25/2012,69,1210012,0.02,,51.02,0.04,5/21/2012,4,,1210012,0.09,,85.321,0.18,0.002111111,NA,NA,,NA,,,,NA,NA,5/21/2012,4,>HT,1210012,,L;H,0.01,2,,,,,,,,,,,,,,,,,,,626210,,626213,,NLA12_FL_107,1,5/17/2012,42.88,Region_4,Clearwater Lake,3,3100208,28.17018584,-81.83447199,NLA12_FL_107,FL_NLA07RVT,1390352.417,_936213.1157
6231,REGULAR,WRS,120725.1,120522.1,120521.1,120725.1,120521.1,120519.1,120521.1,120522.1,120725.1,120524.1,120521.1,120521.1,120604.1,120521.1,120725.1,120604.1,120521.1,120725.1,120521.1,,,120521.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/25/2012,68,<LRL (0.02),1210013,0.01,L,0.011,0.02,5/22/2012,4,<LRL (0.004),1210013,0.002,ND,0,0.004,5/21/2012,3,,1210013,,42.5,7/25/2012,68,,1210013,0.02,,2.075,0.04,5/21/2012,3,,1210013,0.03,,4.908,0.06,5/19/2012,1,,1210013,,,6,5,5/21/2012,3,,1210013,,,47.6,2,5/22/2012,4,,1210013,0.1,,3.55,0.2,7/25/2012,68,,1210013,0.01,,1.467,0.02,5/24/2012,6,<LRL (0.02),1210013,0.01,L,0.02,0.02,5/21/2012,3,,1210013,0.01,,0.02,0.02,5/21/2012,3,<LRL (0.02),1210013,0.01,ND,0,0.02,6/4/2012,17,,1210013,0.01,,0.494,0.02,5/21/2012,3,,1210013,,6.03,7/25/2012,68,,1210013,0.04,,1.611,0.08,6/4/2012,17,,1210013,2,,23,4,5/21/2012,3,,1210013,0.005,,0.723,0.01,7/25/2012,68,1210013,0.02,,2.842,0.04,5/21/2012,3,,1210013,0.09,,9.616,0.18,0.000869565,NA,NA,,NA,,,,NA,NA,5/21/2012,3,,1210013,,,1.94,2,,,,,,,,,,,,,,,,,,,625310,,625313,,NLA12_FL_110,1,5/18/2012,29.37,Region_4,Lake Loralin,3,3090101,27.84218818,-81.50927927,NLA12_FL_110,FL_NLA12NEW,1427526.737,_967200.9807
6232,REGULAR,WRS,120725.1,120522.1,120522.2,120725.1,120524.1,120522,120522.2,120612.1,120725.1,120524.1,120524.1,120524.1,120604.1,120522.2,120725.1,120604.1,120523.1,120725.1,120524.1,,,120522.2,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/25/2012,66,,1210016,0.01,,0.124,0.02,5/22/2012,2,<LRL (0.004),1210016,0.002,ND,1.00E-04,0.004,5/22/2012,2,,1210016,,139.8,7/25/2012,66,,1210016,0.02,,7.598,0.04,5/24/2012,4,,1210016,0.03,,37.738,0.06,5/22/2012,2,,1210016,,,67,5,5/22/2012,2,,1210016,,,173.1,2,6/12/2012,23,,1210016,0.1,,13.02,0.2,7/25/2012,66,,1210016,0.01,,2.16,0.02,5/24/2012,4,,1210016,0.01,,0.031,0.02,5/24/2012,4,,1210016,0.01,,0.031,0.02,5/24/2012,4,<LRL (0.02),1210016,0.01,ND,0,0.02,6/4/2012,15,,1210016,0.01,,0.519,0.02,5/22/2012,2,,1210016,,6.77,7/25/2012,66,,1210016,0.04,,1.863,0.08,6/4/2012,15,,1210016,2,,46,4,5/23/2012,3,,1210016,0.005,,1.952,0.01,7/25/2012,66,1210016,0.02,,21.64,0.04,5/24/2012,4,,1210016,0.09,,11.985,0.18,0.000673913,NA,NA,,NA,,,,NA,NA,5/22/2012,2,,1210016,,,4.86,2,,,,,,,,,,,,,,,,,,,625340,,625343,,NLA12_FL_106,1,5/20/2012,11.26,Region_4,Horseshoe Lake,3,3080101,28.63737421,-81.13770674,NLA12_FL_106,FL_NLA07RVT,1450151.157,_874756.2907
6233,REGULAR,WRS,120725.1,120522.1,120522.2,120725.1,120524.1,120522.1,120522.2,120612.1,120725.1,120524.1,120524.1,120524.1,120604.1,120522.2,120725.1,120604.1,120523.1,120725.1,120524.1,,,120522.2,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/25/2012,67,,1210015,0.01,,0.107,0.02,5/22/2012,3,<LRL (0.004),1210015,0.002,L,6.00E-04,0.004,5/22/2012,3,,1210015,,1065,7/25/2012,67,,1210015,0.02,,24.52,0.04,5/24/2012,5,,1210015,0.03,,28.899,0.06,5/22/2012,3,,1210015,,,16,5,5/22/2012,3,,1210015,,,223,2,6/12/2012,24,,1210015,0.1,,6.03,0.2,7/25/2012,67,,1210015,0.01,,2.904,0.02,5/24/2012,5,<LRL (0.02),1210015,0.01,L,0.019,0.02,5/24/2012,5,,1210015,0.01,L,0.019,0.02,5/24/2012,5,<LRL (0.02),1210015,0.01,ND,0,0.02,6/4/2012,16,,1210015,0.01,,0.82,0.02,5/22/2012,3,,1210015,,8.78,7/25/2012,67,,1210015,0.04,,2.513,0.08,6/4/2012,16,,1210015,2,,25,4,5/23/2012,4,,1210015,0.005,,0.541,0.01,7/25/2012,67,1210015,0.02,,15.27,0.04,5/24/2012,5,,1210015,0.09,,11.674,0.18,0.00076,NA,NA,,NA,,,,NA,NA,5/22/2012,3,,1210015,,,4.19,2,,,,,,,,,,,,,,,,,,,626330,Ship Flag,626333,Ship Flag,NLA12_FL_104,1,5/19/2012,19.8,Region_4,Lake Minnehaha,3,3080101,28.63214149,-81.35520745,NLA12_FL_104,FL_NLA07RVT,1429187.428,_878623.0635
6235,REGULAR,WPCL,NA,L_212_12_12_1503,L_212_12_12_1503,L_212_12_12_1503,L_212_12_12_1503,L_212_12_12_1503,L_212_12_12_1503,L_212_12_12_1503,L_212_12_12_1503,L_212_12_12_1503,L_212_12_12_1503,NA,L_212_12_12_1503,L_212_12_12_1503,L_212_12_12_1503,L_212_12_12_1503,L_212_12_12_1503,L_212_12_12_1503,L_212_12_12_1503,,L_212_12_12_1503,,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,,,NA,,NA,NA,,NA,NA,,NA,,NLA2012_CA_168,0.0024,,0.0342,0.02,5/23/2012,2,,NLA2012_CA_168,,2780,5/23/2012,2,,NLA2012_CA_168,0.01,,50.6,0.03,5/23/2012,2,,NLA2012_CA_168,0.04,,100,0.2,5/23/2012,2,,NLA2012_CA_168,5,,30,5,5/23/2012,2,,NLA2012_CA_168,0.1,,870,0.3,5/23/2012,2,,NLA2012_CA_168,0.5,,7.67,1,5/23/2012,2,,NLA2012_CA_168,0.003,,17.4,0.01,5/23/2012,2,,NLA2012_CA_168,0.005,,0.152,0.01,5/23/2012,2,,NLA2012_CA_168,0.005,,0.184,0.01,,NA,,NA,NA,,NA,NA,5/23/2012,2,,NLA2012_CA_168,0.0208,,2.38,0.05,5/23/2012,2,,NLA2012_CA_168,,9.66,5/23/2012,2,,NLA2012_CA_168,0.01,,8.91,0.03,5/23/2012,2,,NLA2012_CA_168,4.1,,434,10,5/23/2012,2,,NLA2012_CA_168,0.018,,12.6,0.1,5/23/2012,2,NLA2012_CA_168,0.003,,79.4,0.01,5/23/2012,2,,NLA2012_CA_168,0.08,,116,0.4,0.00035023,NA,NA,5/23/2012,2,NLA2012_CA_168,0.3,,21.9,2,5/23/2012,2,,NLA2012_CA_168,,K,NA,NA,LAB_1,LAB_2,LAB_4,LAB_5,LAB_13,LAB_6,LAB_2,LAB_8,LAB_9,LAB_1,LAB_14,LAB_2,LAB_2,LAB_10,LAB_2,LAB_11,LAB_12,,625760,,625763,,NLA12_CA_168,1,5/21/2012,98.57,Region_9,Orange County Water District Percolation Basin,18,18070203,33.8011914,-117.8101552,NLA12_CA_168,CA_NLA12NEW,_1987401.701,_184964.4375
6236,REGULAR,OKDEQ,NA,NH3_20120523,ANC_20120524,CA_20120525,CL_20120607,COLOR_20120522,COND_20120522,DOC_20120604,MG_20120525,NO2NO3_00061,NO2NO3_00061,NA,TN_20120810,PH_20120522,K_20120525,TP_20120530,SIO2_20120525,NA_20120525,SO4_20120607,,TSS_20120524,TURB_20120522,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,NTU,,NA,,NA,NA,,NA,NA,5/23/2012,2,,NLA_OK_122,0.013,L,0.1,0.1,5/24/2012,3,,NLA_OK_122,,3190,5/25/2012,4,,NLA_OK_122,0.13,,45.4,1,6/7/2012,17,,NLA_OK_122,0.391,,28.6,10,5/22/2012,1,,NLA_OK_122,N/A,,95,1,5/22/2012,1,,NLA_OK_122,N/A,,524,2,6/4/2012,14,,NLA_OK_122,0.061,,6.78,0.5,5/25/2012,4,,NLA_OK_122,0.12,,16.3,1,5/23/2012,2,,NLA_OK_122,0.008,L,0.05,0.05,5/23/2012,2,,NLA_OK_122,0.008,L,0.05,0.05,,NA,,NA,NA,,NA,NA,8/10/2012,81,,NLA_OK_122,CALC,,1.05,0.1,5/22/2012,1,,NLA_OK_122,,8.06,5/25/2012,4,,NLA_OK_122,0.14,,7.86,1,5/30/2012,9,,NLA_OK_122,4,,67,5,5/25/2012,4,,NLA_OK_122,0.011,,3.34,0.05,5/25/2012,4,NLA_OK_122,0.14,,38.2,1,6/7/2012,17,,NLA_OK_122,0.894,,64.3,10,0.000746269,NA,NA,5/24/2012,3,NLA_OK_122,N/A,,32,10,5/22/2012,1,,NLA_OK_122,N/A,,43.5,0.2,,,,,,,,,,,,,,,,,,,621950,,621953,,NLA12_OK_122,1,5/21/2012,310.31,Region_6,Dave Boyer Lake,11,11130202,34.37372835,-98.33928249,OK311300010080_00,OK_NLA07RVT_OKSF_LT500,_213447.9189,_347405.7261
6237,REGULAR,WRS,120725.1,120613.1,120523.1,120725.1,120524.1,120523.1,120523.1,120612.1,120725.1,120524.1,120524.1,120524.1,120604.1,120523.1,120725.1,120604.1,120523.1,120725.1,120524.1,,,120523.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/25/2012,65,<LRL (0.02),1210019,0.01,L,0.015,0.02,6/13/2012,23,,1210019,0.002,,0.011,0.004,5/23/2012,2,,1210019,,137.6,7/25/2012,65,,1210019,0.02,,1.919,0.04,5/24/2012,3,,1210019,0.03,,0.161,0.06,5/23/2012,2,,1210019,,,12,5,5/23/2012,2,,1210019,,,15.51,2,6/12/2012,22,,1210019,0.1,,8.12,0.2,7/25/2012,65,,1210019,0.01,,0.653,0.02,5/24/2012,3,<LRL (0.02),1210019,0.01,L,0.019,0.02,5/24/2012,3,,1210019,0.01,L,0.019,0.02,5/24/2012,3,<LRL (0.02),1210019,0.01,ND,0,0.02,6/4/2012,14,,1210019,0.01,,0.92,0.02,5/23/2012,2,,1210019,,6.86,7/25/2012,65,,1210019,0.04,,0.265,0.08,6/4/2012,14,,1210019,2,,36,4,5/23/2012,2,,1210019,0.005,,0.314,0.01,7/25/2012,65,1210019,0.02,,0.093,0.04,5/24/2012,3,<LRL (0.18),1210019,0.09,L,0.153,0.18,0.000527778,NA,NA,,NA,,,,NA,NA,5/23/2012,2,,1210019,,,2.71,2,,,,,,,,,,,,,,,,,,,625070,,625073,,NLA12_WI_R11,1,5/21/2012,406.45,Region_5,OCONTO LAKE,4,4030104,45.24419324,-88.70016387,NLA12_WI_R11,,572162.5857,888085.6138
6243,REGULAR,WRS,120725.1,120613.1,120523.1,120725.1,120524.1,120523.1,120523.1,120612.1,120725.1,120524.1,120524.1,120524.1,120604.1,120523.1,120725.1,120604.1,120523.1,120725.1,120524.1,,,120523.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,7/25/2012,64,<LRL (0.02),1210020,0.01,ND,0.005,0.02,6/13/2012,22,,1210020,0.002,,0.0085,0.004,5/23/2012,1,,1210020,,2050,7/25/2012,64,,1210020,0.02,,37.15,0.04,5/24/2012,2,,1210020,0.03,,4.427,0.06,5/23/2012,1,,1210020,,L,2,5,5/23/2012,1,,1210020,,,229,2,6/12/2012,21,,1210020,0.1,,4.65,0.2,7/25/2012,64,,1210020,0.01,,4.44,0.02,5/24/2012,2,,1210020,0.01,,0.024,0.02,5/24/2012,2,,1210020,0.01,,0.024,0.02,5/24/2012,2,<LRL (0.02),1210020,0.01,ND,0,0.02,6/4/2012,13,,1210020,0.01,,0.588,0.02,5/23/2012,1,,1210020,,8.33,7/25/2012,64,,1210020,0.04,,3.083,0.08,6/4/2012,13,,1210020,2,,46,4,5/23/2012,1,,1210020,0.005,,2.058,0.01,7/25/2012,64,1210020,0.02,,4.96,0.04,5/24/2012,2,,1210020,0.09,,12.262,0.18,0.000521739,NA,NA,,NA,,,,NA,NA,5/23/2012,1,,1210020,,,6,2,,,,,,,,,,,,,,,,,,,625700,,625703,,NLA12_KS_114,1,5/22/2012,295.82,Region_7,Louisburg State Fishing Lake,10,10290102,38.50796545,-94.67326537,NLA12_KS_114,KS_NLA12NEW,114602.5309,113774.0172
