SITE_ID,VISIT_NO,UID,DATE_COL,ELEVATION,EPA_REG,EVAL_NAME,HUC2,HUC8,LAT_DD83,LON_DD83,ST_SITEID,ST_STRATUM,XCOORD,YCOORD
NLA12_UT_313,,,,1402.3,Region_8,,16,16020201,40.37376511,_111.7807871,NLA12_UT_313,UT_NLA12NEW,_1322361.313,432111.9925
NLA12_UT_314,,,,1670.94,Region_8,,16,16030006,37.73701635,_113.2202881,NLA12_UT_314,UT_NLA12NEW,_1494971.662,162381.6935
NLA12_UT_317,,,,1292.84,Region_8,,16,16020204,40.71601828,_112.0436454,NLA12_UT_317,UT_NLA12NEW,_1337738.498,473591.0379
NLA12_UT_318,,,,1357.47,Region_8,,16,16010203,41.66101246,_111.9144171,NLA12_UT_318,UT_NLA12NEW,_1309430.482,576095.4978
NLA12_UT_319,,,,2524.44,Region_8,,16,16010101,40.94984895,_110.8644529,NLA12_UT_319,UT_NLA12NEW,_1236172.177,483463.3902
NLA12_UT_320,,,,3192.29,Region_8,Jack and Jill Lakes,14,14060003,40.72546569,_110.7340937,NLA12_UT_320,UT_NLA12NEW,_1229298.842,456948.2223
NLA12_UT_321,,,,1393.87,Region_8,Adams Reservoir,16,16020102,41.07149189,_111.9352046,NLA12_UT_321,UT_NLA12NEW,_1322138.136,511318.4301
NLA12_UT_322,,,,1282.97,Region_8,,16,16010204,41.52691313,_112.2278911,NLA12_UT_322,UT_NLA12NEW,_1337524.477,565667.7696
NLA12_UT_323,,,,3751.46,Region_8,Unnamed,14,14060003,40.76577336,_110.3686247,NLA12_UT_323,UT_NLA12NEW,_1198362.693,456741.6783
NLA12_UT_324,1,8360,9/4/2012,3043.48,Region_8,Washington Lake,16,16020203,40.67460225,_110.9706993,NLA12_UT_324,UT_NLA12NEW,_1249770.825,454407.0512
NLA12_UT_325,1,8390,9/5/2012,1738.93,Region_8,East Canyon Reservoir,16,16020102,40.9060993,_111.5911941,NLA12_UT_325,UT_NLA12NEW,_1296879.878,488312.4823
NLA12_UT_327,,,,3346.91,Region_8,,14,14060003,40.75881732,_110.2618666,NLA12_UT_327,UT_NLA12NEW,_1189642.588,454630.1451
NLA12_UT_328,,,,1509.56,Region_8,,14,14060001,40.49607746,_109.1734665,NLA12_UT_328,UT_NLA12NEW,_1103527.361,412375.6711
NLA12_UT_329,,,,1281.13,Region_8,Unnamed,16,16020102,41.30382663,_112.2061474,NLA12_UT_329,UT_NLA12NEW,_1339987.406,540753.5647
NLA12_UT_330,,,,2506.97,Region_8,Solomon Reservoir,14,14070002,38.54647859,_111.4565915,NLA12_UT_330,UT_NLA12NEW,_1328596.528,225573.8643
NLA12_UT_332,1,8536,9/5/2012,3040.16,Region_8,Long Park Reservoir,14,14060002,40.77337562,_109.7692091,NLA12_UT_332,UT_NLA12NEW,_1148605.707,450182.0775
NLA12_UT_334,,,,1285.03,Region_8,,16,16010204,41.52809536,_112.1420564,NLA12_UT_334,UT_NLA12NEW,_1330495.849,564593.2822
NLA12_UT_336,,,,3211.23,Region_8,Stewart Lake,14,14060003,40.63284955,_110.5921749,NLA12_UT_336,UT_NLA12NEW,_1219138.424,444870.1233
NLA12_UT_337,,,,1283.18,Region_8,Unnamed,16,16020204,40.85116081,_112.0023665,NLA12_UT_337,UT_NLA12NEW,_1331792.736,487931.6384
NLA12_UT_338,,,,1289.72,Region_8,Unnamed,16,16010204,41.62721344,_112.2998005,NLA12_UT_338,UT_NLA12NEW,_1341477.379,577742.4072
NLA12_UT_339,,,,3519.03,Region_8,Roberts Lake,14,14060003,40.73387291,_110.3239524,NLA12_UT_339,UT_NLA12NEW,_1195201.727,452647.0278
NLA12_UT_340,,,,2829.52,Region_8,Little Lyman Lake,14,14040107,40.93530225,_110.6144537,NLA12_UT_340,UT_NLA12NEW,_1215796.579,478628.8769
NLA12_UT_341,,,,1284.17,Region_8,,16,16020102,41.3186099,_112.1041451,NLA12_UT_341,UT_NLA12NEW,_1331355.507,540950.9803
NLA12_UT_342,,,,1802.86,Region_8,,16,16030001,38.32637404,_112.1891898,NLA12_UT_342,UT_NLA12NEW,_1395154.314,211742.6354
NLA12_UT_343,1,8508,9/11/2012,2803.81,Region_8,Hoop Lake,14,14040106,40.9225409,_110.1185889,NLA12_UT_343,UT_NLA12NEW,_1175065.765,470978.6091
NLA12_UT_344,,,,1311.22,Region_8,,16,16020306,39.81070147,_113.3611661,NLA12_UT_344,UT_NLA12NEW,_1464842.767,393156.101
NLA12_UT_345,,,,1283.16,Region_8,,16,16010204,41.46797403,_112.2346345,NLA12_UT_345,UT_NLA12NEW,_1339196.301,559262.0568
NLA12_UT_346,,,,2991.19,Region_8,Hay Lakes,16,16030002,38.05385906,_111.7676986,NLA12_UT_346,UT_NLA12NEW,_1364214.147,175509.2314
NLA12_UT_347,,,,1916.07,Region_8,,14,14060009,39.37720913,_111.0642661,NLA12_UT_347,UT_NLA12NEW,_1280462.56,312100.5709
NLA12_UT_348,,,,2443.05,Region_8,Cedar View Reservoir,14,14060003,40.55953596,_110.1287522,NLA12_UT_348,UT_NLA12NEW,_1181927.426,430897.6568
NLA12_UT_350,,,,1283.86,Region_8,Rillas Overflow,16,16020310,41.48531791,_112.2179498,NLA12_UT_350,UT_NLA12NEW,_1337503.695,560940.0835
NLA12_UT_351,,,,1684.82,Region_8,,14,14060003,40.24458716,_110.2521186,NLA12_UT_351,UT_NLA12NEW,_1197441.676,397553.5187
NLA12_UT_352,,,,3193.52,Region_8,Arta Lake,14,14060003,40.58324801,_110.7914465,NLA12_UT_352,UT_NLA12NEW,_1236514.543,441955.2516
NLA12_UT_353,,,,1284.91,Region_8,Unnamed,16,16020204,40.81207997,_112.0197248,NLA12_UT_353,UT_NLA12NEW,_1333957.948,483860.448
NLA12_UT_354,,,,1358.64,Region_8,,16,16010202,41.93073375,_111.8893459,NLA12_UT_354,UT_NLA12NEW,_1302364.582,605508.1388
NLA12_UT_355,,,,3251.26,Region_8,Sawmill Lake,14,14040106,40.8464844,_110.3936148,NLA12_UT_355,UT_NLA12NEW,_1199067.159,465992.4989
NLA12_UT_356,,,,2679.91,Region_8,Unnamed,14,14060004,40.38924116,_111.0908199,NLA12_UT_356,UT_NLA12NEW,_1264768.97,424431.1838
NLA12_UT_358,,,,2424.9,Region_8,Acord Lakes,14,14070002,38.90686212,_111.4721419,NLA12_UT_358,UT_NLA12NEW,_1323373.953,265651.0318
NLA12_UT_359,1,8509,9/12/2012,1632.53,Region_8,Montes Creek Reservoir,14,14060003,40.35063701,_109.941191,NLA12_UT_359,UT_NLA12NEW,_1169771.158,405431.2095
NLA12_UT_360,,,,1304.3,Region_8,Unnamed,16,16020306,39.91652412,_113.3843993,NLA12_UT_360,UT_NLA12NEW,_1464624.091,405174.4122
NLA12_UT_361,,,,1293.81,Region_8,,16,16020306,40.69148398,_113.2765961,NLA12_UT_361,UT_NLA12NEW,_1439946.231,488904.2186
NLA12_UT_362,,,,1216.31,Region_8,,14,14070006,37.10198061,_111.6742632,NLA12_UT_362,UT_NLA12NEW,_1373719.083,68941.41289
NLA12_UT_363,,,,2060.02,Region_8,Snyder Reservoir Number Two,14,14080203,37.87854758,_109.0520204,NLA12_UT_363,UT_NLA12NEW,_1133579.814,120392.407
NLA12_UT_365,,,,1372.45,Region_8,,16,16020201,40.27828995,_111.7424783,NLA12_UT_365,UT_NLA12NEW,_1320944.348,421030.1977
NLA12_UT_366,,,,1283.36,Region_8,Unnamed,16,16020310,41.48365795,_112.245072,NLA12_UT_366,UT_NLA12NEW,_1339750.276,561139.0369
NLA12_UT_367,,,,1428.22,Region_8,Unnamed,14,14060005,40.02698432,_109.7815035,NLA12_UT_367,UT_NLA12NEW,_1161706.806,367596.7871
NLA12_UT_368,,,,2997.5,Region_8,,16,16020203,40.66656529,_110.9562843,NLA12_UT_368,UT_NLA12NEW,_1248718.484,453328.541
NLA12_UT_369,,,,1282.58,Region_8,,16,16020204,40.8793844,_112.0282993,NLA12_UT_369,UT_NLA12NEW,_1333399.952,491411.1466
NLA12_UT_370,,,,1282.67,Region_8,,16,16020309,41.67838352,_112.9378668,NLA12_UT_370,UT_NLA12NEW,_1392428.607,592559.2745
NLA12_UT_371,,,,3248.43,Region_8,Queant Lake,14,14060003,40.76590699,_110.0988504,NLA12_UT_371,UT_NLA12NEW,_1176027.848,453386.3376
NLA12_UT_374,1,8321,8/30/2012,1894.31,Region_8,Millsite Reservoir,14,14060009,39.10008113,_111.2003351,NLA12_UT_374,UT_NLA12NEW,_1296876.833,283278.9526
NLA12_UT_375,,,,3286.65,Region_8,Johnson Lake,14,14060003,40.69486519,_109.9631109,NLA12_UT_375,UT_NLA12NEW,_1165952.236,443843.8468
NLA12_UT_376,,,,1459.08,Region_8,Fool Creek Number Two Reservoir,16,16030005,39.43764134,_112.3558826,NLA12_UT_376,UT_NLA12NEW,_1388047.356,336915.5811
NLA12_UT_377,,,,1345.23,Region_8,,16,16010202,41.79693388,_111.9140071,NLA12_UT_377,UT_NLA12NEW,_1306862.067,591086.2382
NLA12_UT_378,,,,1630.67,Region_8,Big Lake,15,15010003,37.15807844,_112.5436316,NLA12_UT_378,UT_NLA12NEW,_1448072.541,88044.47588
NLA12_UT_380,,,,1398.79,Region_8,Unnamed,16,16030005,39.18276026,_112.5439616,NLA12_UT_380,UT_NLA12NEW,_1408795.927,311544.2562
NLA12_UT_381,,,,2093.85,Region_8,,14,14040106,40.89214758,_109.4760466,NLA12_UT_381,UT_NLA12NEW,_1122436.665,459843.8738
NLA12_UT_384,,,,1286.19,Region_8,Unnamed,16,16010204,41.51869408,_112.0951378,NLA12_UT_384,UT_NLA12NEW,_1326843.076,562900.2115
NLA12_UT_385,,,,2873.94,Region_8,Beaver Lake,16,16010101,40.82772258,_110.9419093,NLA12_UT_385,UT_NLA12NEW,_1244702.084,470966.0514
NLA12_UT_386,,,,1281.45,Region_8,Unnamed,16,16020310,41.46499206,_112.3554705,NLA12_UT_386,UT_NLA12NEW,_1349122.992,560642.3057
NLA12_UT_388,,,,1281.39,Region_8,Unnamed,16,16020102,41.19409455,_112.1573555,NLA12_UT_388,UT_NLA12NEW,_1338070.651,527959.2546
NLA12_UT_389,,,,3250.46,Region_8,Papoose Lake,14,14060003,40.80081565,_110.0099828,NLA12_UT_389,UT_NLA12NEW,_1168094.816,456157.1619
NLA12_UT_390,,,,1352.7,Region_8,,16,16010203,41.73681985,_111.876971,NLA12_UT_390,UT_NLA12NEW,_1304967.565,583944.8929
NLA12_UT_391,,,,2226.28,Region_8,Chappell Lake,16,16020101,40.96454279,_111.3170639,NLA12_UT_391,UT_NLA12NEW,_1273226.981,491063.7975
NLA12_UT_392,1,8777,9/26/2012,1521.41,Region_8,Yuba Reservoir,16,16030003,39.36035119,_111.9637079,NLA12_UT_392,UT_NLA12NEW,_1356531.083,322715.3503
NLA12_UT_393,,,,3362.41,Region_8,Unnamed,14,14060003,40.70824879,_110.4821681,NLA12_UT_393,UT_NLA12NEW,_1208737.223,451811.1695
NLA12_UT_394,,,,1282.73,Region_8,Unnamed,16,16020204,40.88171784,_111.972943,NLA12_UT_394,UT_NLA12NEW,_1328794.649,490893.4047
NLA12_UT_395,,,,1305.68,Region_8,Mill Pond,16,16020304,40.64797135,_112.2979892,NLA12_UT_395,UT_NLA12NEW,_1360039.953,469689.8965
NLA12_UT_396,,,,2414.75,Region_8,Blue Springs Reservoir,15,15010008,37.39914099,_113.0466261,NLA12_UT_396,UT_NLA12NEW,_1486814.084,122404.609
NLA12_UT_397,1,8765,9/25/2012,2389.88,Region_8,Tropic Reservoir,16,16030002,37.59556184,_112.2546686,NLA12_UT_397,UT_NLA12NEW,_1414684.023,131990.7753
NLA12_UT_398,,,,1390.98,Region_8,Unnamed,16,16030005,39.29438001,_112.7982453,NLA12_UT_398,UT_NLA12NEW,_1428025.325,327657.5756
NLA12_UT_399,,,,1285.73,Region_8,,16,16010204,41.52615764,_112.120322,NLA12_UT_399,UT_NLA12NEW,_1328758.245,564075.4396
NLA12_UT_400,1,8812,9/27/2012,2048.02,Region_8,Lake Canyon Lake,14,14060004,40.05768033,_110.627715,NLA12_UT_400,UT_NLA12NEW,_1231962.87,381654.9246
NLA12_UT_401,,,,2842.38,Region_8,Big Lake,16,16030003,38.65170777,_111.9607493,NLA12_UT_401,UT_NLA12NEW,_1369558.913,244364.8852
NLA12_UT_402,,,,1281.83,Region_8,,16,16020102,40.93093125,_111.9153033,NLA12_UT_402,UT_NLA12NEW,_1323125.945,495522.8286
NLA12_UT_404,,,,3360.43,Region_8,East Timothy Lake,14,14060003,40.70987733,_110.3559826,NLA12_UT_404,UT_NLA12NEW,_1198258.439,450393.4592
NLA12_UT_405,,,,2749.77,Region_8,Unnamed,16,16030001,37.52101186,_112.7578192,NLA12_UT_405,UT_NLA12NEW,_1459492.224,131370.1403
NLA12_UT_406,,,,1286.17,Region_8,,16,16020102,41.23910325,_112.1301817,NLA12_UT_406,UT_NLA12NEW,_1334990.765,532543.4187
NLA12_UT_407,,,,3158.88,Region_8,Dean Lake,16,16020203,40.70166706,_110.9322737,NLA12_UT_407,UT_NLA12NEW,_1246115.151,456896.2962
NLA12_UT_408,,,,2321.69,Region_8,Twin Pots Reservoir,14,14060003,40.50699382,_110.429832,NLA12_UT_408,UT_NLA12NEW,_1207812.363,428864.12
NLA12_UT_409,1,8787,9/27/2012,1291.04,Region_8,Decker Lake,16,16020204,40.71105895,_111.9468346,NLA12_UT_409,UT_NLA12NEW,_1329835.205,471684.7143
NLA12_UT_410,,,,1282.55,Region_8,,16,16020310,41.48053726,_112.2746365,NLA12_UT_410,UT_NLA12NEW,_1342224.155,561212.0293
NLA12_UT_412,1,8766,9/25/2012,2528.06,Region_8,Browne Lake,14,14040106,40.86378075,_109.8118146,NLA12_UT_412,UT_NLA12NEW,_1150668.486,460715.531
NLA12_UT_413,,,,2699.75,Region_8,,14,14070003,38.52270009,_111.7459772,NLA12_UT_413,UT_NLA12NEW,_1353684.809,227028.3524
NLA12_UT_415,,,,1287.29,Region_8,Unnamed,16,16010204,41.55993921,_112.0608834,NLA12_UT_415,UT_NLA12NEW,_1323269.772,566972.7945
NLA12_UT_416,,,,3662.47,Region_8,,14,14060003,40.80690255,_110.3433142,NLA12_UT_416,UT_NLA12NEW,_1195575.254,460976.5921
NLA12_UT_418,,,,1555.57,Region_8,Northwest Reservoir,16,16020102,41.15701103,_111.7712137,NLA12_UT_418,UT_NLA12NEW,_1307075.939,518491.996
NLA12_UT_421,,,,2102.27,Region_8,Grass Valley Reservoir,15,15010008,37.41891231,_113.4949805,NLA12_UT_421,UT_NLA12NEW,_1525077.151,131688.706
NLA12_UT_422,,,,1496.77,Region_8,,16,16020102,41.16261738,_111.9358628,NLA12_UT_422,UT_NLA12NEW,_1320489.38,521387.1465
NLA12_UT_423,,,,3046.72,Region_8,Hades Lake,14,14060003,40.57192823,_110.8359345,NLA12_UT_423,UT_NLA12NEW,_1240400.502,441282.4653
NLA12_UT_424,1,8776,9/26/2012,3036.85,Region_8,Paradise Park Reservoir,14,14060003,40.6710886,_109.9197001,NLA12_UT_424,UT_NLA12NEW,_1162741.996,440677.5794
NLA12_VA_101,1,7054,7/10/2012,65.73,Region_3,Beaver Pond,2,2080207,37.29244811,_77.89349456,NLA12_VA_101,VA_NLA07RVT,1580433.544,127756.1372
NLA12_VA_101,2,7635,8/2/2012,65.73,Region_3,Beaver Pond,2,2080207,37.29244811,_77.89349456,NLA12_VA_101,VA_NLA07RVT,1580433.544,127756.1372
NLA12_VA_102,1,7537,7/30/2012,61.6,Region_3,Wheelers Pond,3,3010201,37.12263436,_77.63606476,NLA12_VA_102,VA_NLA07RVT,1606279.314,113392.4094
NLA12_VA_103,1,7260,7/18/2012,97.61,Region_3,Lake Anne,2,2070008,38.96474349,_77.33558453,NLA12_VA_103,VA_NLA07RVT,1591937.549,321004.0403
NLA12_VA_104,1,7410,7/25/2012,469.85,Region_3,Lake Bonaventure,6,6010205,36.94402045,_82.20326629,NLA12_VA_104,VA_NLA07RVT,1212967.098,25900.5994
NLA12_VA_105,1,7095,7/11/2012,70.84,Region_3,Wrights Pond,2,2080105,38.21768841,_77.66992533,NLA12_VA_105,VA_NLA07RVT,1579829.316,233271.3757
NLA12_VA_106,1,7586,8/1/2012,2.67,Region_3,Jolly Pond,2,2080206,37.30188244,_76.82107103,NLA12_VA_106,VA_NLA07RVT,1672590.524,147148.0465
NLA12_VA_107,,,,115.8,Region_3,Bald Run Reservoir,2,2080103,38.4923133,_78.00670383,NLA12_VA_107,VA_NLA07RVT,1545360.743,257955.1964
NLA12_VA_108,1,6553,6/12/2012,133.82,Region_3,Spring Creek Lake,2,2080207,37.2141479,_78.62552714,NLA12_VA_108,VA_NLA07RVT,1518861.818,107197.2801
NLA12_VA_109,1,6424,6/5/2012,332,Region_3,Waterfall Pond,3,3010101,37.35262917,_79.92640549,NLA12_VA_109,VA_NLA12NEW,1403658.978,102473.4043
NLA12_VA_109,2,7196,7/16/2012,332,Region_3,Waterfall Pond,3,3010101,37.35262917,_79.92640549,NLA12_VA_109,VA_NLA12NEW,1403658.978,102473.4043
NLA12_VA_110,1,7259,7/18/2012,57.95,Region_3,Lake Montclair,2,2070011,38.6132069,_77.35177584,NLA12_VA_110,VA_NLA12NEW,1598256.602,282087.0884
NLA12_VA_111,1,7053,7/10/2012,39.32,Region_3,Bremco Park Pond,3,3010202,37.20263314,_77.35292656,NLA12_VA_111,VA_NLA12NEW,1628981.305,127006.907
NLA12_VA_112,1,7777,8/8/2012,7.18,Region_3,Fishing Lake,2,2080208,36.70331908,_76.61370171,NLA12_VA_112,VA_NLA12NEW,1704011.865,85139.64669
NLA12_VA_113,,,,0,Region_3,North Bay,3,3010205,36.72382892,_75.94114157,NLA12_VA_113,VA_NLA12NEW,1761781.51,99652.08744
NLA12_VA_114,1,6587,6/14/2012,115.74,Region_3,Wentworth Pond,2,2080204,37.97534621,_78.42805404,NLA12_VA_114,VA_NLA12NEW,1520244.477,194226.1153
NLA12_VA_115,,,,3.64,Region_3,Unnamed,2,2080206,37.44808551,_77.0900763,NLA12_VA_115,VA_NLA12NEW,1646204.604,158507.3198
NLA12_VA_116,1,6438,6/6/2012,336.17,Region_3,Bowmans Pond,3,3010101,36.93851006,_79.92845969,NLA12_VA_116,VA_NLA12NEW,1411291.635,56700.64331
NLA12_VA_117,,,,36.33,Region_3,Dalton Millpond,2,2080105,38.14553613,_77.41571401,NLA12_VA_117,VA_NLA12NEW,1603032.615,229593.2592
NLA12_VA_118,1,7237,7/17/2012,78.15,Region_3,Nissley Pond,2,2070010,38.66358751,_77.66841941,NLA12_VA_118,VA_NLA12NEW,1570376.343,282348.7033
NLA12_VA_119,1,7564,7/31/2012,0.29,Region_3,Cheatham Pond,2,2080107,37.29642181,_76.61317204,NLA12_VA_119,VA_NLA12NEW,1690594.489,150227.3981
NLA12_VA_121,1,7094,7/11/2012,20.17,Region_3,Ice House Pond,2,2080105,37.75190637,_76.93373313,NLA12_VA_121,VA_NLA12NEW,1652847.075,194593.7507
NLA12_VA_122,,,,0.28,Region_3,Unnamed,2,2080206,37.39074641,_77.38860096,NLA12_VA_122,VA_NLA12NEW,1621802.753,147073.4414
NLA12_VA_123,1,7778,8/8/2012,0.75,Region_3,Lake Number 1,2,2080108,36.91780892,_76.15174455,NLA12_VA_123,VA_NLA12NEW,1739049.101,117029.1222
NLA12_VA_124,,,,84.7,Region_3,Pohatten Pond,2,2080205,37.56773817,_77.79200372,NLA12_VA_124,VA_NLA12NEW,1583309.011,159735.1611
NLA12_VA_125,1,6568,6/13/2012,769.75,Region_3,Talbott Reservoir,3,3010103,36.67434057,_80.39017008,NLA12_VA_125,VA_NLA12NEW,1375957.88,20742.771
NLA12_VA_126,1,7455,7/26/2012,478.99,Region_3,Shoemaker River Resorvior,2,2070006,38.55750724,_78.96983242,NLA12_VA_126,VA_NLA12NEW,1462252.448,249898.2649
NLA12_VA_127,1,7963,8/15/2012,45.37,Region_3,Jordon Lake,3,3010201,37.15479457,_77.52050059,NLA12_VA_127,VA_NLA12NEW,1615563.952,118887.5933
NLA12_VA_128,,,,8.49,Region_3,,3,3010204,36.55780709,_77.18769105,NLA12_VA_128,VA_NLA12NEW,1657436.431,59014.81857
NLA12_VA_129,,,,4.75,Region_3,Blakemore Millpond,2,2080104,37.75995302,_76.53903522,NLA12_VA_129,VA_NLA12NEW,1686405.214,202411.5435
NLA12_VA_130,1,7964,8/15/2012,113.14,Region_3,Merle_Smith Lake,2,2080106,37.99359532,_78.17761298,NLA12_VA_130,VA_NLA12NEW,1541277.352,200270.1751
NLA12_VA_R01,1,6792,6/26/2012,658.63,Region_3,GATEWOOD RESERVOIR,5,5050001,37.0434,_80.86760868,NLA12_VA_R01,,1327678.659,54761.71244
NLA12_VA_R05,1,7636,8/1/2012,18.13,Region_3,LITTLE CREEK LAKE,2,2080206,37.35866948,_76.84210284,NLA12_VA_R05,,1669507.06,153012.9835
NLA12_VA_R06,1,7565,7/31/2012,8.76,Region_3,WALLER MILL POND,2,2080107,37.313394,_76.708333,NLA12_VA_R06,,1682027.306,150401.4762
NLA12_VA_R14,1,7378,7/24/2012,281.62,Region_3,LESTER POND,3,3010103,36.74988308,_79.87361354,NLA12_VA_R14,,1419630.679,36686.15103
NLA12_VA_R17,1,6818,6/27/2012,1078.72,Region_3,LAKE LAUREL BED,6,6010101,36.95945142,_81.80846875,NLA12_VA_R17,,1247164.506,32720.96273
NLA12_VA_R18,1,7738,8/7/2012,2.61,Region_3,WOODSTOCK POND,2,2080107,37.41265564,_76.71046399,NLA12_VA_R18,,1679601.65,161259.2078
NLA12_VT_101,1,1000013,6/18/2012,312.89,Region_1,Miles Pond,1,1080103,44.44652025,_71.81189261,NLA12_VT_101,VT_NLA07RVT,1899667.689,1020373.456
NLA12_VT_101,2,1000110,8/1/2012,312.89,Region_1,Miles Pond,1,1080103,44.44652025,_71.81189261,NLA12_VT_101,VT_NLA07RVT,1899667.689,1020373.456
NLA12_VT_102,1,1000020,6/26/2012,396.91,Region_1,Lake Parker,1,1110000,44.71962755,_72.23382351,NLA12_VT_102,VT_NLA07RVT,1859702.109,1041484.44
NLA12_VT_103,1,7520,7/30/2012,28.85,Region_1,Lake Champlain,2,2010008,44.67386066,_73.36140792,NLA12_VT_103,VT_NLA07RVT,1774389.536,1014979.318
NLA12_VT_104,1,1000071,7/17/2012,384.73,Region_1,Silver Lake,2,2010002,43.89113168,_73.0524672,NLA12_VT_104,VT_NLA07RVT,1818995.723,936079.985
NLA12_VT_105,,,,65.85,Region_1,Unnamed,1,1080107,42.81327696,_72.54468536,NLA12_VT_105,,1887834.884,829214.0656
NLA12_VT_106,1,1000032,7/2/2012,350.12,Region_1,Mile Pond,1,1080101,44.77783926,_71.79916952,NLA12_VT_106,VT_NLA12NEW,1891349.418,1056338.69
NLA12_VT_107,,,,325.99,Region_1,Unnamed,2,2010003,44.32870162,_72.49566716,NLA12_VT_107,,1850295.891,994165.2877
NLA12_VT_108,,,,33.84,Region_1,Unnamed,2,2010002,44.14747255,_73.31046067,NLA12_VT_108,,1792177.389,958943.3323
NLA12_VT_109,1,1000054,7/12/2012,516.79,Region_1,Shippee Pond,1,1080203,42.7469444,_72.83550844,NLA12_VT_109,VT_NLA12NEW,1866684.97,816278.572
NLA12_VT_110,1,1000167,8/22/2012,319.97,Region_1,Ritterbush Pond,2,2010005,44.74644759,_72.59930665,NLA12_VT_110,VT_NLA12NEW,1830960.165,1037282.402
NLA12_VT_111,,,,310.03,Region_1,Unnamed,2,2010003,44.25525139,_72.47515055,NLA12_VT_111,,1853883.673,986628.3094
NLA12_VT_112,1,6953,7/5/2012,191.17,Region_1,Richmond Pond,2,2010003,44.41873636,_72.94729757,NLA12_VT_112,VT_NLA12NEW,1813040.11,995193.9092
NLA12_VT_112,2,8199,8/24/2012,191.17,Region_1,Richmond Pond,2,2010003,44.41873636,_72.94729757,NLA12_VT_112,VT_NLA12NEW,1813040.11,995193.9092
NLA12_VT_113,,,,282.73,Region_1,Stevens Pond,1,1080101,44.59816788,_71.57086348,NLA12_VT_113,VT_NLA12NEW,1913885.906,1041553.094
NLA12_VT_114,1,1000097,7/26/2012,529.93,Region_1,Little Averill Pond,1,1110000,44.95572697,_71.71766789,NLA12_VT_114,VT_NLA12NEW,1892575.38,1077121.643
NLA12_VT_115,1,1000141,8/13/2012,467.79,Region_1,Unnamed,1,1080102,44.42819135,_72.23012775,NLA12_VT_115,VT_NLA12NEW,1868020.215,1010105.258
NLA12_VT_R01,1,7056,7/10/2012,594.9,Region_1,JOBS POND,1,1110000,44.76282381,_71.95376535,NLA12_VT_R01,,1879945.726,1051653.001
NLA12_VT_R02,1,7096,7/11/2012,451.66,Region_1,SPRING LAKE,2,2010002,43.49666793,_72.91829204,NLA12_VT_R02,,1840007.565,895933.0194
NLA12_WA_101,1,7179,7/12/2012,6.52,Region_10,Island Lake,17,17100106,46.42201675,_124.0356028,NLA12_WA_101,WA_NLA07RVT,_2129805.774,1313340.678
NLA12_WA_101,2,8157,8/21/2012,6.52,Region_10,Island Lake,17,17100106,46.42201675,_124.0356028,NLA12_WA_101,WA_NLA07RVT,_2129805.774,1313340.678
NLA12_WA_102,1,7685,8/2/2012,732.43,Region_10,Swamp Lake,17,17030001,47.31085035,_121.29956,NLA12_WA_102,WA_NLA07RVT,_1901277.508,1349868.011
NLA12_WA_103,1,8238,8/27/2012,72.65,Region_10,American Lake,17,17110019,47.12004952,_122.577182,NLA12_WA_103,WA_NLA07RVT,_2000661.872,1355778.799
NLA12_WA_104,1,8496,9/11/2012,320.11,Region_10,Moses Lake,17,17020015,47.07694132,_119.324822,NLA12_WA_104,WA_NLA07RVT,_1762282.638,1286776.073
NLA12_WA_105,,,,268.82,Region_10,Gorge Lake,17,17110005,48.70021963,_121.1915293,NLA12_WA_105,WA_NLA07RVT,_1853213.093,1495563.033
NLA12_WA_106,1,1000087,7/24/2012,238.87,Region_10,Swofford Pond,17,17080005,46.49649104,_122.4113066,NLA12_WA_106,WA_NLA07RVT,_2007441.939,1285902.212
NLA12_WA_107,1,1000107,7/31/2012,55.6,Region_10,Lacamas Lake,17,17080001,45.61684794,_122.4258001,NLA12_WA_107,WA_NLA07RVT,_2035310.964,1192340.713
NLA12_WA_108,1,7258,7/17/2012,682.11,Region_10,Sacheen Lake,17,17010308,48.15395251,_117.3185295,NLA12_WA_108,WA_NLA07RVT,_1586917.607,1367092.61
NLA12_WA_109,1,7915,8/14/2012,104.79,Region_10,Lake Louise,17,17110002,48.70871678,_122.3273101,NLA12_WA_109,WA_NLA07RVT,_1934410.581,1519097.369
NLA12_WA_110,1,8783,9/26/2012,63.56,Region_10,Lake Koeneman,17,17110019,47.40945996,_122.7841888,NLA12_WA_110,WA_NLA07RVT,_2006932.279,1390888.744
NLA12_WA_111,1,1000136,8/9/2012,375.52,Region_10,Wapato Lake,17,17020009,47.91608833,_120.1596049,NLA12_WA_111,WA_NLA07RVT,_1800699.132,1392251.248
NLA12_WA_112,1,7257,7/18/2012,713.93,Region_10,Bayley Lake,17,17020003,48.41822976,_117.6640697,NLA12_WA_112,WA_NLA07RVT,_1605616.629,1401266.808
NLA12_WA_113,,,,23.17,Region_10,Rowland Lake,17,17070105,45.70730296,_121.3781615,NLA12_WA_113,WA_NLA12NEW,_1953938.635,1180030.171
NLA12_WA_114,1,8319,8/30/2012,0,Region_10,Capitol Lake,17,17110019,47.03340588,_122.9080173,NLA12_WA_114,WA_NLA12NEW,_2027579.416,1353581.962
NLA12_WA_115,1,8391,9/5/2012,774.44,Region_10,Summit Lake,17,17020002,48.95919311,_118.1271161,NLA12_WA_115,WA_NLA12NEW,_1625591.732,1467060.852
