PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STATE,MATRIX,SAM_CODE,LAB,WATER_LAT,WATER_LON,CHEM_SAMPLE_ID,CHLA_SAMPLE_ID,VOLUME_FILTERED,AMMONIA_N_LAB_COMMENT,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,CHLA_COMMENT,CHLA_LAB_COMMENT,CHLA_MDL,CHLA_NARS_FLAG,CHLA_RESULT,CHLA_RL,CHLA_UNITS,CHLORIDE_COMMENT,CHLORIDE_LAB_COMMENT,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COND_LAB_COMMENT,COND_MDL,COND_NARS_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_LAB_COMMENT,DOC_MDL,DOC_NARS_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,NITRATE_NITRITE_N_LAB_COMMENT,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NTL_COMMENT,NTL_LAB_COMMENT,NTL_MDL,NTL_NARS_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_LAB_COMMENT,PH_NARS_FLAG,PH_RESULT,PH_UNITS,PTL_LAB_COMMENT,PTL_MDL,PTL_NARS_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SULFATE_COMMENT,SULFATE_LAB_COMMENT,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TKN_COMMENT,TKN_MDL,TKN_NARS_FLAG,TKN_RESULT,TKN_RL,TKN_UNITS,TURB_LAB_COMMENT,TURB_MDL,TURB_NARS_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,NtoP
4/26/2021,208420,NWCA16-R030,21-Aug-16,1,NE,WATER,REGULAR,ALS-MDT,42.51571,-100.64115,829750,829751,275,,0.03,,0.12,0.1,mg N/L,,,1.82,,27.185,1.82,ug/L,,,0.062,,1.01,1,mg/L,,0.2,,580,1,uS/cm @ 25C,,1.2,,35.3,2.5,mg/L,,0.01,L,0.05,0.05,mg N/L,,,,,2.35,,mg/L,,,7.69,Std. Units,,10,,212,20,ug/L,,,0.064,L,0.18,1,mg/L,,0.1,,2.3,0.1,mg N/L,,0.1,,9,1,NTU,0.066572238
4/26/2021,208421,NWCA16_MN-1010,21-Aug-16,2,MN,WATER,REGULAR,ALS-MDT,48.60057,-94.65191,831440,831441,100,,0.006,,0.02,0.02,mg N/L,,,5,,48.06,5,ug/L,,,0.062,,1.35,1,mg/L,,0.2,,204,1,uS/cm @ 25C,,1.2,,37.2,2.5,mg/L,,0.01,L,0.04,0.05,mg N/L,,,,,3.99,,mg/L,,,7.6,Std. Units,,50,,630,100,ug/L,,,0.064,L,0.51,1,mg/L,,0.5,,3.94,0.5,mg N/L,,0.1,,39,1,NTU,0.107258065
4/26/2021,208423,NWCA16-2182,18-Aug-16,1,ID,WATER,REGULAR,ALS-MDT,48.96064,-116.17693,830710,830711,500,,0.006,L,0.01,0.02,mg N/L,,,1,,6.408,1,ug/L,,,0.062,L,0.71,1,mg/L,,0.2,,37.2,1,uS/cm @ 25C,,0.47,,16.2,1,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,0.881,,mg/L,,,6.93,Std. Units,,5,,31,10,ug/L,,,0.064,L,0.24,1,mg/L,,0.1,,0.831,0.1,mg N/L,,0.1,,1,1,NTU,0.054382716
4/26/2021,208424,NWCA16-2194,21-Aug-16,1,ID,WATER,REGULAR,ALS-MDT,47.48333,-116.59384,830690,830691,360,,0.006,L,0.02,0.02,mg N/L,,,1.39,,4.45,1.39,ug/L,,,0.062,L,0.39,1,mg/L,,0.2,,76.9,1,uS/cm @ 25C,,0.47,,16.3,1,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,1.26,,mg/L,,,7.33,Std. Units,,10,,108,20,ug/L,,,0.064,ND,,1,mg/L,,0.1,,1.21,0.1,mg N/L,,0.1,,18,1,NTU,0.077300613
4/26/2021,208425,NWCA16-2461,19-Aug-16,1,KS,WATER,REGULAR,ALS-MDT,37.99622,-101.86239,827500,827501,250,,0.006,ND,,0.02,mg N/L,,,2,,12.816,2,ug/L,,,1.6,,124,25,mg/L,,0.2,,3280,1,uS/cm @ 25C,,0.47,,5.39,1,mg/L,,0.01,,1.24,0.05,mg N/L,,,,,1.58,,mg/L,,,8.11,Std. Units,,10,,194,20,ug/L,,,1.6,,1640,25,mg/L,,0.1,,0.335,0.1,mg N/L,,0.1,,19,1,NTU,0.293135436
4/26/2021,208532,NWCA16-3943,19-Aug-16,1,OR,WATER,REGULAR,ALS-MDT,43.71651,-123.521,831230,831231,1050,,0.006,ND,,0.02,mg N/L,,,0.525,ND,,0.525,ug/L,,,0.062,,2.61,1,mg/L,,0.2,,60.3,1,uS/cm @ 25C,,0.47,,2.13,1,mg/L,,0.01,,0.15,0.05,mg N/L,,,,,0.422,,mg/L,,,7.6,Std. Units,,10,,56,20,ug/L,,,0.064,,1.48,1,mg/L,,0.1,,0.272,0.1,mg N/L,,0.1,,1,1,NTU,0.198122066
4/26/2021,208533,NWCA16-3967,21-Aug-16,1,OR,WATER,REGULAR,ALS-MDT,42.71869,-122.38537,831180,831181,750,,0.006,ND,,0.02,mg N/L,,,0.667,,0.712,0.667,ug/L,,,0.062,L,0.9,1,mg/L,,0.2,,83.2,1,uS/cm @ 25C,,0.47,,2.27,1,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,0.296,,mg/L,,,7.46,Std. Units,,10,,84,20,ug/L,,,0.064,ND,,1,mg/L,,0.2,,0.246,0.2,mg N/L,,0.1,,2,1,NTU,0.130396476
4/26/2021,208537,NWCA16-R021,21-Aug-16,1,CA,WATER,REGULAR,ALS-MDT,41.89246,-124.19827,831190,831191,150,,0.006,,0.04,0.02,mg N/L,,,3.33,,35.6,3.33,ug/L,,,0.062,,26.3,1,mg/L,,0.2,,166,1,uS/cm @ 25C,,5.9,,28.8,12.5,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,2.32,,mg/L,,,7.45,Std. Units,,10,,120,20,ug/L,,,0.064,ND,,1,mg/L,,0.4,,2.27,0.4,mg N/L,,0.1,,5,1,NTU,0.080555556
4/26/2021,208632,NWCA16-3300,22-Aug-16,1,MT,WATER,REGULAR,ALS-MDT,48.55938,-114.70449,830770,830771,450,,0.006,ND,,0.02,mg N/L,,,1.11,ND,,1.11,ug/L,,,0.062,L,0.85,1,mg/L,,0.2,,291,1,uS/cm @ 25C,,0.24,,1.85,0.5,mg/L,,0.01,,0.08,0.05,mg N/L,,,,,0.181,,mg/L,,,8.37,Std. Units,,5,,20,10,ug/L,,,0.064,,1.67,1,mg/L,,0.1,,0.101,0.1,mg N/L,,0.1,L,0.1,1,NTU,0.097837838
4/26/2021,208634,NWCA16-R016,22-Aug-16,1,MN,WATER,REGULAR,ALS-MDT,48.51253,-93.18879,831430,831431,40,,0.03,,0.42,0.1,mg N/L,,,12.5,ND,,12.5,ug/L,,,0.062,,6.47,1,mg/L,,0.2,,71,1,uS/cm @ 25C,,5.9,,109,12.5,mg/L,,0.1,,14.4,0.5,mg N/L,,,,,16,,mg/L,,,4.95,Std. Units,,10,,348,20,ug/L,,,0.064,,1.14,1,mg/L,,0.4,,1.64,0.4,mg N/L,,0.1,,83,1,NTU,0.146788991
4/26/2021,208690,NWCA16-3966,22-Aug-16,1,OR,WATER,REGULAR,ALS-MDT,45.94495,-123.01127,821190,821191,100,,0.006,L,0.01,0.02,mg N/L,,,5,ND,,5,ug/L,,,0.062,,3.32,,mg/L,,0.2,,245,1,uS/cm @ 25C,,0.47,,5.64,1,mg/L,,0.01,,0.07,0.05,mg N/L,,,,,0.658,,mg/L,,,7.89,Std. Units,,10,,122,20,ug/L,,,0.064,L,0.2,,mg/L,,0.1,,0.588,0.1,mg N/L,,0.1,,28,1,NTU,0.116666667
4/26/2021,208721,NWCA16-1476,23-Aug-16,1,CO,WATER,REGULAR,ALS-MDT,39.91195,-105.87337,830190,830191,100,,0.006,L,0.01,0.02,mg N/L,,,5,,5.34,5,ug/L,,,0.062,L,0.26,1,mg/L,,0.2,,53.8,1,uS/cm @ 25C,,0.47,,8.16,1,mg/L,,0.01,,2.69,0.05,mg N/L,,,,,3.7,,mg/L,,,7.18,Std. Units,,10,,346,20,ug/L,,,0.064,,1.1,1,mg/L,,0.2,,1.01,0.2,mg N/L,,0.1,,29,1,NTU,0.453431373
4/26/2021,208723,NWCA16-6035,23-Aug-16,1,KY,WATER,REGULAR,ALS-MDT,36.79066,-87.16957,831060,831061,600,,0.006,,0.08,0.02,mg N/L,,,0.83,,6.408,0.83,ug/L,,,0.062,,11.1,1,mg/L,,0.2,,317,1,uS/cm @ 25C,,0.47,,4.44,1,mg/L,,0.01,,2.1,0.05,mg N/L,,,,,2.49,,mg/L,,,8.14,Std. Units,,10,,80,20,ug/L,,,0.064,,5.29,1,mg/L,,0.1,,0.387,0.1,mg N/L,,0.1,,4,1,NTU,0.560810811
4/26/2021,208810,NWCA16-4333,24-Aug-16,1,SD,WATER,REGULAR,ALS-MDT,43.09317,-99.71713,829760,829761,150,,0.006,,0.62,0.02,mg N/L,,,3.33,,63.012,3.33,ug/L,,,0.062,,10.5,1,mg/L,,0.2,,897,1,uS/cm @ 25C,,0.47,,13,1,mg/L,,0.01,,0.07,0.05,mg N/L,,,,,1.2,,mg/L,,,7.66,Std. Units,,10,,120,20,ug/L,,,0.064,,37.8,1,mg/L,,0.1,,1.13,0.1,mg N/L,,0.1,,327,1,NTU,0.092307692
4/26/2021,208830,NWCA16-1248,23-Aug-16,1,CA,WATER,REGULAR,ALS-MDT,34.22954,-119.25962,827150,827151,75,,0.006,,1.38,0.02,mg N/L,,,6.67,,9.612,6.67,ug/L,,,3.1,,1150,50,mg/L,,0.2,,6480,1,uS/cm @ 25C,,0.47,,8.86,1,mg/L,,0.01,,0.08,0.05,mg N/L,,,,,1.69,,mg/L,,,7.94,Std. Units,,50,,710,100,ug/L,,,3.2,,892,50,mg/L,,0.1,,1.61,0.1,mg N/L,,0.1,,55,1,NTU,0.190744921
4/26/2021,208832,NWCA16-R216,23-Aug-16,1,WV,WATER,REGULAR,ALS-MDT,39.16663,-79.34671,823800,823801,100,,0.006,,0.53,0.02,mg N/L,,,5,,26.7,5,ug/L,,,0.062,L,0.65,1,mg/L,,0.2,,23,1,uS/cm @ 25C,,0.47,,16.9,1,mg/L,,0.01,L,0.05,0.05,mg N/L,,,,,1.3,,mg/L,,,6.59,Std. Units,,10,,118,20,ug/L,,,0.064,L,0.66,1,mg/L,,0.1,,1.25,0.1,mg N/L,,0.1,,15,1,NTU,0.076923077
4/26/2021,208910,NWCA16-3509,25-Aug-16,1,NH,WATER,REGULAR,ALS-MDT,42.90417,-70.81633,822900,822901,250,,0.08,ND,,0.25,mg N/L,,,2,,6.408,2,ug/L,,,31,,26300,500,mg/L,,0.2,,54000,1,uS/cm @ 25C,,0.47,,17.5,1,mg/L,,0.01,L,0.04,0.05,mg N/L,,,,,1.03,,mg/L,,,7.63,Std. Units,,5,,55,10,ug/L,,,32,,3600,500,mg/L,,0.1,,0.975,0.1,mg N/L,,0.1,,4,1,NTU,0.058857143
4/26/2021,208930,NWCA16-1483,25-Aug-16,1,CO,WATER,REGULAR,ALS-MDT,40.10499,-106.59307,825030,825031,200,,0.006,ND,,0.02,mg N/L,,,2.5,ND,,2.5,ug/L,,,0.062,L,0.25,1,mg/L,,0.2,,62.6,1,uS/cm @ 25C,,0.47,,3.18,1,mg/L,,0.01,,0.08,0.05,mg N/L,,,,,0.22,,mg/L,,,7.73,Std. Units,,10,,34,20,ug/L,,,0.064,,1.56,1,mg/L,,0.1,,0.14,0.1,mg N/L,,0.1,,2,1,NTU,0.06918239
4/26/2021,208940,NWCA16-1510,24-Aug-16,1,CO,WATER,REGULAR,ALS-MDT,40.22137,-106.20972,830200,830201,200,,0.006,ND,,0.02,mg N/L,,,2.5,ND,,2.5,ug/L,,,0.062,L,0.7,1,mg/L,,0.2,,182,1,uS/cm @ 25C,,0.47,,3.26,1,mg/L,,0.01,,0.1,0.05,mg N/L,,,,,0.292,,mg/L,,,8.24,Std. Units,,10,,46,20,ug/L,,,0.064,,10.4,1,mg/L,,0.1,,0.192,0.1,mg N/L,,0.1,,2,1,NTU,0.089570552
4/26/2021,208950,NWCA16-3321,24-Aug-16,1,MT,WATER,REGULAR,ALS-MDT,47.09175,-113.76997,829900,829901,150,,0.006,L,0.01,0.02,mg N/L,,,3.33,,3.56,3.33,ug/L,,,0.062,,1.2,1,mg/L,,0.2,,341,1,uS/cm @ 25C,,0.47,,4.47,1,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,0.409,,mg/L,,,7.79,Std. Units,,5,,18,10,ug/L,,,0.064,L,0.16,1,mg/L,,0.1,,0.359,0.1,mg N/L,,0.1,,3,1,NTU,0.091498881
4/26/2021,208992,NWCA16_MN-0006,25-Aug-16,1,MN,WATER,REGULAR,ALS-MDT,46.72806,-94.87243,831400,831401,100,,0.006,,0.03,0.02,mg N/L,,,5,,21.36,5,ug/L,,,0.062,,1.87,1,mg/L,,0.2,,155,1,uS/cm @ 25C,,1.2,,22.6,2.5,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,2.25,,mg/L,,,7.44,Std. Units,,10,,96,20,ug/L,,,0.064,ND,,1,mg/L,,0.1,,2.2,0.1,mg N/L,,0.1,,29,1,NTU,0.099557522
4/26/2021,208993,NWCA16-4482,24-Aug-16,1,TX,WATER,REGULAR,ALS-MDT,30.68633,-93.78065,831790,831791,96,,0.006,L,0.01,0.02,mg N/L,,,5.21,,5.563,5.21,ug/L,,,0.062,,4.45,1,mg/L,,0.2,,21.2,1,uS/cm @ 25C,,0.47,,11.2,1,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,0.334,,mg/L,,,5.94,Std. Units,,10,,36,20,ug/L,,,0.064,L,0.72,1,mg/L,,0.1,,0.284,0.1,mg N/L,,0.1,,8,1,NTU,0.029821429
4/26/2021,209030,NWCA16-7679,24-Aug-16,1,AZ,WATER,REGULAR,ALS-MDT,34.46672,-111.80073,831720,831721,100,,0.006,,0.02,0.02,mg N/L,,,5,,26.7,5,ug/L,,,0.062,,1.84,1,mg/L,,0.2,,132,1,uS/cm @ 25C,,0.47,,9.33,1,mg/L,,0.01,,0.4,0.05,mg N/L,,,,,1.39,,mg/L,,,7.92,Std. Units,,10,,232,20,ug/L,,,0.064,,1.39,1,mg/L,,0.4,,0.99,0.4,mg N/L,,0.1,,119,1,NTU,0.148981779
4/26/2021,209080,NWCA16_MN-1029,26-Aug-16,1,MN,WATER,REGULAR,ALS-MDT,47.55232,-95.58587,831390,831391,40,,0.02,,0.08,0.05,mg N/L,,,12.5,ND,,12.5,ug/L,,,0.062,,3.19,1,mg/L,,0.2,,631,1,uS/cm @ 25C,,2.4,,38.9,5,mg/L,,0.01,,0.13,0.05,mg N/L,,,,,9.7,,mg/L,,,7.94,Std. Units,,500,,4900,1000,ug/L,,,0.064,ND,,1,mg/L,,2,,9.57,2,mg N/L,,0.1,,317,1,NTU,0.249357326
4/26/2021,209082,NWCA16-4653,23-Aug-16,1,UT,WATER,REGULAR,UTPHL,40.83034,-110.13352,826800,826801,750,,0.02,ND,,0.05,mg N/L,,,0.5,L,,2.7,ug/L,,,0.0134,L,0.36,0.5,mg/L,,0.083,,17.9,2,uS/cm @ 25C,Lab measured total organic carbon,,,,,mg/L,,0.013,,0.415,0.1,mg N/L,,,0.067,,0.484,0.2,mg/L,,,6.705,Std. Units,,0.802,,17,,ug/L,,,0.0347,,1.58,1,mg/L,Lab did not measure TKN,,,,,mg N/L,,0.052,,11.3,0.1,NTU,NA
4/26/2021,209083,NWCA16-4707,24-Aug-16,1,UT,WATER,REGULAR,UTPHL,40.83826,-110.13593,826870,826871,1000,,0.02,ND,,0.05,mg N/L,,,0.000368,,0.71,,ug/L,,,0.0134,L,0.27,0.5,mg/L,,0.083,,12.6,2,uS/cm @ 25C,Lab measured total organic carbon,,,,,mg/L,,0.013,ND,,0.1,mg N/L,,,,L,0.134,0.2,mg/L,,,6.767,Std. Units,,0.802,,10.1,3,ug/L,,,0.0347,,1.01,1,mg/L,Lab did not measure TKN,,,,,mg N/L,,0.052,,0.763,0.1,NTU,NA
4/26/2021,209084,NWCA16-5136,25-Aug-16,1,WY,WATER,REGULAR,ALS-MDT,41.38375,-106.34804,828550,828551,500,,0.02,ND,,0.05,mg N/L,,,1,,4.272,1,ug/L,,,0.062,L,0.33,1,mg/L,,0.2,,34.5,1,uS/cm @ 25C,,0.47,,3.68,1,mg/L,,0.01,L,0.04,0.05,mg N/L,,,,,0.49,,mg/L,,,6.66,Std. Units,,5,,10,10,ug/L,,,0.064,ND,,1,mg/L,,0.1,,0.44,0.1,mg N/L,,0.1,L,0.1,1,NTU,0.133152174
4/26/2021,209180,NWCA16-4331,26-Aug-16,1,SD,WATER,REGULAR,ALS-MDT,44.44558,-97.20994,829210,829211,360,,0.02,L,0.04,0.05,mg N/L,,,1.39,,29.667,1.39,ug/L,,,0.062,,13.2,1,mg/L,,0.2,,1690,1,uS/cm @ 25C,,1.2,,28.8,2.5,mg/L,,0.01,L,0.05,0.05,mg N/L,,,,,2.53,,mg/L,,,8.41,Std. Units,,50,,370,100,ug/L,,,1.6,,645,25,mg/L,,0.4,,2.48,0.4,mg N/L,,0.1,,13,1,NTU,0.087847222
4/26/2021,209210,NWCA16-1508,26-Aug-16,1,CO,WATER,REGULAR,ALS-MDT,39.50606,-105.87259,825060,825061,200,,0.02,ND,,0.05,mg N/L,,,2.5,,2.67,2.5,ug/L,,,0.062,L,0.38,1,mg/L,,0.2,,44.8,1,uS/cm @ 25C,,0.24,,1.02,0.5,mg/L,,0.01,,0.16,0.05,mg N/L,,,,,0.34,,mg/L,,,7.6,Std. Units,,10,,26,20,ug/L,,,0.064,,3.21,1,mg/L,,0.1,,0.18,0.1,mg N/L,,0.1,L,0.5,1,NTU,0.333333333
4/26/2021,209220,NWCA16-4466,26-Aug-16,1,TX,WATER,REGULAR,ALS-MDT,31.71577,-93.86654,824080,824081,112,,0.02,ND,,0.05,mg N/L,,,4.46,,28.607,4.46,ug/L,,,0.062,,5.5,1,mg/L,,0.2,,71.6,1,uS/cm @ 25C,,0.47,,10.7,1,mg/L,,0.01,,0.05,0.05,mg N/L,,,,,0.485,,mg/L,,,7.13,Std. Units,,10,,184,20,ug/L,,,0.064,,5.28,1,mg/L,,0.2,,0.435,0.2,mg N/L,,0.1,,16,1,NTU,0.045327103
4/26/2021,209260,NWCA16-4343,28-Aug-16,1,SD,WATER,REGULAR,ALS-MDT,44.85245,-96.76145,829190,829191,800,,0.006,,0.05,0.02,mg N/L,,,0.625,,1.335,0.625,ug/L,,,0.062,,1.78,1,mg/L,,0.2,,871,1,uS/cm @ 25C,,1.2,,28.6,2.5,mg/L,,0.01,L,0.05,0.05,mg N/L,,,,,1.73,,mg/L,,,7.94,Std. Units,,10,,118,20,ug/L,,,0.64,,323,10,mg/L,,0.1,,1.68,0.1,mg N/L,,0.1,,1,1,NTU,0.06048951
4/26/2021,209290,NWCA16-5162,27-Aug-16,1,WY,WATER,REGULAR,ALS-MDT,43.67237,-109.55238,828530,828531,750,,0.006,L,0.01,0.02,mg N/L,,,0.667,,4.272,0.667,ug/L,,,0.062,L,0.41,1,mg/L,,0.2,,145,1,uS/cm @ 25C,,0.24,,1.61,0.5,mg/L,,0.01,L,0.04,0.05,mg N/L,,,,,0.236,,mg/L,,,8.07,Std. Units,,10,,124,20,ug/L,,,0.064,,5.79,1,mg/L,,0.1,,0.186,0.1,mg N/L,,0.1,,10,1,NTU,0.146583851
4/26/2021,209300,NWCA16-2586,28-Aug-16,1,LA,WATER,REGULAR,ALS-MDT,29.85936,-91.58155,825940,825941,150,,0.006,,0.1,0.02,mg N/L,,,3.33,ND,,3.33,ug/L,,,0.062,,6.57,1,mg/L,,0.2,,105,1,uS/cm @ 25C,,0.47,,9.48,1,mg/L,,0.01,,0.13,0.05,mg N/L,,,,,1.21,,mg/L,,,7.55,Std. Units,,10,,254,20,ug/L,,,0.064,,3.27,1,mg/L,,0.1,,1.08,0.1,mg N/L,,0.1,,15,1,NTU,0.127637131
4/26/2021,209450,NWCA16-2116,29-Aug-16,2,IA,WATER,REGULAR,ALS-MDT,41.21609,-91.09962,830480,830481,300,,0.006,,0.04,0.02,mg N/L,,,1.67,,32.04,1.67,ug/L,,,0.062,,18,1,mg/L,,0.2,,473,1,uS/cm @ 25C,,0.47,,12.3,1,mg/L,,0.01,,0.17,0.05,mg N/L,,,,,0.947,,mg/L,,,7.74,Std. Units,,250,,2200,500,ug/L,,,0.064,,4.31,1,mg/L,,0.1,,0.777,0.1,mg N/L,,0.1,,37,1,NTU,0.07699187
4/26/2021,209460,NWCA16-2115,29-Aug-16,2,IA,WATER,REGULAR,ALS-MDT,41.22901,-91.1266,830470,830471,300,,0.006,,0.05,0.02,mg N/L,,,1.67,,5.34,1.67,ug/L,,,0.062,,3.2,1,mg/L,,0.2,,197,1,uS/cm @ 25C,,1.2,,33.4,2.5,mg/L,,0.01,L,0.05,0.05,mg N/L,,,,,1.68,,mg/L,,,7.28,Std. Units,,250,,2000,500,ug/L,,,0.064,,1.9,1,mg/L,,0.4,,1.63,0.4,mg N/L,,0.1,,23,1,NTU,0.050299401
4/26/2021,209480,NWCA16-3760,29-Aug-16,2,NY,WATER,REGULAR,ALS-MDT,40.80405,-72.70004,830870,830871,200,,0.03,ND,,0.1,mg N/L,,,2.5,,10.68,2.5,ug/L,,,15.5,,14700,250,mg/L,,0.2,,35100,1,uS/cm @ 25C,,0.47,,4.34,1,mg/L,,0.01,,0.14,0.05,mg N/L,,,,,0.49,,mg/L,,,7.62,Std. Units,,10,,72,20,ug/L,,,16,,1970,250,mg/L,,0.1,,0.35,0.1,mg N/L,,0.1,,5,1,NTU,0.112903226
4/26/2021,209590,NWCA16-R213,30-Aug-16,1,MN,WATER,REGULAR,ALS-MDT,47.70531,-94.22402,832160,832161,250,,0.006,,0.03,0.02,mg N/L,,,2,,4.272,2,ug/L,,,0.062,L,0.82,1,mg/L,,0.2,,64.5,1,uS/cm @ 25C,,1.2,,43.7,2.5,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,1.99,,mg/L,,,6.72,Std. Units,,10,,76,20,ug/L,,,0.064,ND,,1,mg/L,,0.1,,1.94,0.1,mg N/L,,0.1,,4,1,NTU,0.045537757
4/26/2021,209591,NWCA16-2126,30-Aug-16,1,IA,WATER,REGULAR,ALS-MDT,41.78091,-90.4991,830560,830561,900,,0.006,,0.06,0.02,mg N/L,,,0.556,,2.373,0.556,ug/L,,,0.062,,11.4,1,mg/L,,0.2,,384,1,uS/cm @ 25C,,0.47,,8.63,1,mg/L,,0.01,,2.35,0.05,mg N/L,,,,,3.15,,mg/L,,,8.12,Std. Units,,50,,500,100,ug/L,,,0.064,,8.68,1,mg/L,,0.1,,0.8,0.1,mg N/L,,0.1,,39,1,NTU,0.365005794
4/26/2021,209595,NWCA16-3940,29-Aug-16,2,OR,WATER,REGULAR,ALS-MDT,44.93227,-124.00984,832080,832081,450,,0.08,,0.28,0.25,mg N/L,,,1.11,,22.547,1.11,ug/L,,,15.5,,9790,250,mg/L,,0.2,,25000,1,uS/cm @ 25C,,0.47,,3.67,1,mg/L,,0.01,,0.13,0.05,mg N/L,,,,,0.793,,mg/L,,,7.56,Std. Units,,10,,200,20,ug/L,,,16,,1270,250,mg/L,,0.1,,0.663,0.1,mg N/L,,0.1,,9,1,NTU,0.216076294
4/26/2021,209660,NWCA16-1274,30-Aug-16,1,CA,WATER,REGULAR,ALS-MDT,40.00393,-121.40842,827220,827221,1000,,0.003,ND,,0.01,mg N/L,,,0.5,ND,,0.5,ug/L,,,0.062,L,0.57,1,mg/L,,0.2,,50,1,uS/cm @ 25C,,0.24,,1.49,0.5,mg/L,,0.01,,0.08,0.05,mg N/L,,,,,0.212,,mg/L,,,7.79,Std. Units,,10,,46,20,ug/L,,,0.064,L,0.11,1,mg/L,,0.1,,0.132,0.1,mg N/L,,0.1,L,0.1,1,NTU,0.142281879
4/26/2021,209740,NWCA16-3955,30-Aug-16,1,OR,WATER,REGULAR,ALS-MDT,43.70852,-124.08167,832060,832061,100,,0.08,,0.29,0.25,mg N/L,,,5,,26.7,5,ug/L,,,6.2,,6880,100,mg/L,,0.2,,17500,1,uS/cm @ 25C,,0.47,,4.53,1,mg/L,,0.01,,0.07,0.05,mg N/L,,,,,1.37,,mg/L,,,7.38,Std. Units,,10,,168,20,ug/L,,,6.4,,1160,100,mg/L,,0.1,,1.3,0.1,mg N/L,,0.1,,11,1,NTU,0.302428256
4/26/2021,209750,NWCA16-3971,31-Aug-16,1,OR,WATER,REGULAR,ALS-MDT,43.7114,-124.11064,832050,832051,500,,0.08,ND,,0.25,mg N/L,,,1,,5.34,1,ug/L,,,15.5,,13000,250,mg/L,,0.2,,31100,1,uS/cm @ 25C,,1.2,,9.57,2.5,mg/L,,0.01,,4.18,0.05,mg N/L,,,,,4.89,,mg/L,,,7.24,Std. Units,,10,,194,20,ug/L,,,16,,1740,250,mg/L,,0.1,,0.711,0.1,mg N/L,,0.1,,4,1,NTU,0.510971787
4/26/2021,209770,NWCA16-R212,31-Aug-16,1,MN,WATER,REGULAR,ALS-MDT,47.22353,-94.67857,832150,832151,100,,0.006,,0.82,0.02,mg N/L,,,5,,5.34,5,ug/L,,,0.062,,1.94,1,mg/L,,0.2,,686,1,uS/cm @ 25C,,1.2,,32.9,2.5,mg/L,,0.01,L,0.04,0.05,mg N/L,,,,,1.6,,mg/L,,,7.98,Std. Units,,10,,132,20,ug/L,,,0.064,L,0.21,1,mg/L,,0.2,,1.55,0.2,mg N/L,,0.1,,19,1,NTU,0.048632219
4/26/2021,209790,NWCA16-1303,31-Aug-16,1,CA,WATER,REGULAR,ALS-MDT,41.62983,-120.27531,825690,825691,400,,0.003,ND,,0.01,mg N/L,,,1.25,,4.005,1.25,ug/L,,,0.062,L,0.43,1,mg/L,,0.2,,33.9,1,uS/cm @ 25C,,0.47,,2.4,1,mg/L,,0.01,L,0.04,0.05,mg N/L,,,,,0.37,,mg/L,,,7.57,Std. Units,,10,,80,20,ug/L,,,0.064,L,0.12,1,mg/L,,0.1,,0.32,0.1,mg N/L,,0.1,,5,1,NTU,0.154166667
4/26/2021,209810,NWCA16-4633,31-Aug-16,2,UT,WATER,REGULAR,UTPHL,41.52828,-111.79462,826860,826861,1000,,0.02,ND,,0.05,mg N/L,,,0.000368,,8.65,,ug/L,,,0.0134,,4.2,0.5,mg/L,,0.083,,384,2,uS/cm @ 25C,Lab measured total organic carbon,,,,,mg/L,,0.013,L,0.053,0.1,mg N/L,,,,L,0.168,0.2,mg/L,,,8.162,Std. Units,,0.802,,15,,ug/L,,,0.0347,,5.7,1,mg/L,Lab did not measure TKN,,,,,mg N/L,,0.052,,1.55,0.1,NTU,NA
