UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,YEAR,UNIQUE_ID,DSGN_CYCLE,AG_ECO3,AG_ECO3_NM,AG_ECO9,AG_ECO9_NM,BORD_RIV,CNTYNAME,COMID,DES_FTYPE,ELEVATION,EPA_REG,EVAL_CAT,FCODE,FEOW_ID,FRAME08,FRAME13,FRAME18,FRAMEEW,FRAMEWS,FS_EW,FTYPE,GNIS_ID,GNIS_NAME,HUC2,HUC2_NM,HUC8,HUC8_NM,LAT_DD83,LON_DD83,MAJ_BAS_NM,MAJ_BASIN,MAJ_RIV_NM,MAJ_RIVER,MIS_BAS_NM,MIS_BASIN,NA_L1CODE,NA_L1NAME,NA_L2CODE,NA_L2NAME,NARS_NAME,OWN_NARS,PANEL_RVST,PANEL_SOT,PANEL_USE,PANEL_WGT,PROB_CAT,PSTL_CODE,REACHCODE,SF_ST_ID,SITETYPE,SOURCE,STATE_NM,STATE_SF,STATECTY,STRAH_CAL,STRAH_CAT,STRAH_ORD,STRATUM,TNT_CAT,URBN_NRS08,URBN_NRS18,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,WGT_CAT,WGT_DSGN,WGT_TP_EXTENT,XCOORD,YCOORD,WGT_TP_CORE
2014494,4/7/2021,NRS18_MT_11621,8/22/2019,1,2019,NRS_MT-10563,2018-19,WMTNS,West,WMT,Western Mountains,Not_Border,Missoula,22937924,ArtificialPathStreamPer,952.1,Region_08,Target_Sampled,55800,120,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,798973,Clark Fork,H17,PN,H17010204,Middle Clark Fork,46.87209897,-114.08173,Pacific Northwest Region,H17,Columbia River,MajorRiver,Not Miss River Basin,NMRB,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Clark Fork,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverRM_WMT,NRS18_18,MT_RM_WMT,MT,R17010204000470,None,PROB,NHDPlusv2,Montana,Include,F30063,7,RiversMajor,7,MT,Target,Urban,Non-Urban,17,Middle Rockies,17s,Bitterroot-Frenchtown Valley,MT_RV_WMT,1025.43003,183.4117924,-1375935.646,1178042.338,218.3473719
2014495,4/7/2021,NRS18_NY_10040,8/23/2019,1,2019,NRS_NY-10106,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Albany,6186200,ArtificialPathStreamPer,0,Region_02,Target_Sampled,55800,118,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,970226,Hudson River,H02,MA,H02020006,Middle Hudson,42.69165019,-73.70884307,Mid-Atlantic Region,H02,Hudson River,MajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Hudson River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseRM,NRS18_13_TSS,MajorRiver,NY,R02020006001061,None,PROB,NHDPlusV1,New York,Include,F36001,7,RiversMajor,7,NY,Target,Urban,Urban,59,Northeastern Coastal Zone,59i,Hudson Valley,NY_RV_NAPSAP,115.0004,67.30617754,1799066,793431,73.8196786
2014496,4/7/2021,NRS18_WI_10013,8/22/2019,1,2019,NRS_WI-10069,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Ashland,1814823,StreamRiverPer,216.37,Region_05,Target_Sampled,46006,116,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,1579811,Marengo River,H04,GL,H04010302,Bad-Montreal,46.41641935,-90.7411621,Great Lakes Region,H04,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,Marengo River,Tribal Land,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseRiver,NRS18_08_TSS,WI_Rivers_WI_5th,WI,R04010302000091,None,PROB,NHDPlusV1,Wisconsin,Include,F55003,5,RiversOther,5,WI,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50a,Lake Superior Clay Plain,WI_RV_UMW,180.0907236,52.53668032,405184.5,1007480,82.03095699
2014497,4/7/2021,NRS18_IA_10507,8/23/2019,1,2019,NRS_IA-10156,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Allamakee,13336280,StreamRiverPer,214.21,Region_07,Target_Sampled,46006,148,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,455453,Clear Creek,H07,MS,H07060002,Upper Iowa,43.4622361,-91.4190783,Upper Mississippi Region,H07,Not Major River,NotMajorRiver,Upper Mississippi Region,H07,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Clear Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverLS_UMW,NRS18_18,IA_LS_UMW,IA,R07060002000275,None,PROB,NHDPlusv2,Iowa,Include,F19005,3,LargeStreams,3,IA,Target,Non-Urban,Non-Urban,52,Driftless Area,52b,Blufflands and Coulees,IA_LS_UMW,564.2190651,254.9732627,368835.5586,676424.9867,318.7165784
2014498,4/7/2021,NRS18_MT_10018,8/22/2019,1,2019,NRS_MT-10286,2018-19,PLNLOW,Plains and Lowlands,NPL,Northern Plains,Not_Border,Custer,12753293,StreamRiverPer,726.385,Region_08,Target_Sampled,46006,142,Include,Include,Include,Include,Exclude,Not_USFS,StreamRiver,1609166,Tongue River,H10U,MS,H10090102,Lower Tongue,46.35963125,-105.8140483,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10U,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Tongue River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseRiver,NRS18_08_TSS,MT_Rivers_MT_6th,MT,R10090102000002,None,PROB,NHDPlusV1,Montana,Include,F30017,6,RiversOther,6,MT,Target,Non-Urban,Non-Urban,43,Northwestern Great Plains,43c,River Breaks,MT_RV_NPLXER,348.2730408,134.6046659,-755846.8,1029033,173.4904583
2014499,4/7/2021,NRS18_ND_10029,8/22/2019,1,2019,NRS_ND-10429,2018-19,PLNLOW,Plains and Lowlands,NPL,Northern Plains,Not_Border,Golden Valley,13466476,StreamRiverPer,671.17,Region_08,Target_Sampled,46006,142,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,768632,Beaver Creek,H10U,MS,H10110204,Beaver,47.23479897,-103.7640739,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10U,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Beaver Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseRO_NPL,NRS18_18,ND_RO_NPL,ND,R10110204000029,None,PROB,NHDPlusv2,North Dakota,Include,F38033,5,RiversOther,5,ND,Target,Non-Urban,Non-Urban,43,Northwestern Great Plains,43b,Little Missouri Badlands,ND_RV_NPL,258.1638881,67.51871331,-590453.9466,1111010.227,82.14776785
2014500,4/7/2021,NRS18_ME_10015,8/23/2019,1,2019,NRS_ME-10290,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Kennebec,3322252,ArtificialPathStreamPer,33.32,Region_01,Target_Sampled,55800,118,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,569110,Kennebec River,H01,NE,H01030003,Lower Kennebec,44.6401745,-69.59274287,New England Region,H01,Kennebec River,Additional,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Kennebec River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseRM,NRS18_13_TSS,Additional,ME,R01030003000264,None,PROB,NHDPlusV1,Maine,Include,F23011,6,RiversMajor,6,ME,Target,Urban,Non-Urban,82,Acadian Plains and Hills,82e,Central Maine Embayment,ME_RV_NAP,123.077,100.0877809,2063723,1087464,113.4328183
2014501,4/7/2021,NRS18_MS_10015,8/22/2019,1,2019,NRS_MS-10141,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Tate,15256250,StreamRiverPer,52.48,Region_04,Target_Sampled,46006,149,Include,Include,Include,Exclude,Exclude,Not_USFS,StreamRiver,692942,Coldwater River,H08,MS,H08030204,Coldwater,34.66684106,-90.21998438,Lower Mississippi Region,H08,Not Major River,NotMajorRiver,Lower Mississippi Region,H08,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,Coldwater River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseRO,NRS18_13_TSS,MS_RiversOther_CPL,MS,R08030204000153,None,PROB,NHDPlusV1,Mississippi,Include,F28137,6,RiversOther,6,MS,Target,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73d,Northern Backswamps,MS_RV_CPL,1265.643,180.851279,525133.5,-301280.2,284.8407644
2014502,4/7/2021,NRS18_NY_10042,8/25/2019,1,2019,NRS_NY-10108,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Warren,22307185,ArtificialPathStreamPer,179.91,Region_02,Target_Sampled,55800,118,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,970226,Hudson River,H02,MA,H02020001,Upper Hudson,43.47235045,-73.84034429,Mid-Atlantic Region,H02,Hudson River,MajorRiver,Not Miss River Basin,NMRB,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Hudson River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseRM,NRS18_13_TSS,MajorRiver,NY,R02020001000005,None,PROB,NHDPlusV1,New York,Include,F36113,6,RiversMajor,6,NY,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58ac,Eastern Adirondack Foothills,NY_RV_NAPSAP,115.0004,67.30617754,1768497,875789.4,73.8196786
2014503,4/7/2021,NRS18_ME_10493,8/25/2019,1,2019,NRS_ME-10328,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Somerset,3322136,ArtificialPathStreamPer,47.36,Region_01,Target_Sampled,55800,118,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,569110,Kennebec River,H01,NE,H01030003,Lower Kennebec,44.73871922,-69.76380198,New England Region,H01,Kennebec River,Additional,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Kennebec River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverRM_NAP,NRS18_18,ME_RM_NAP,ME,R01030003000324,None,PROB,NHDPlusv2,Maine,Include,F23025,6,RiversMajor,6,ME,Target,Non-Urban,Non-Urban,82,Acadian Plains and Hills,82e,Central Maine Embayment,ME_RV_NAP,1036.472,100.0877809,2047706.077,1094319.138,113.4328183
2014504,4/7/2021,NRS18_MN_10001,8/25/2019,2,2019,NRS_MN-10061,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Faribault,10597422,StreamRiverPer,317.29,Region_05,Target_Sampled,46006,148,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,649968,Rice Creek,H07,MS,H07020011,Le Sueur,43.76481541,-94.04070848,Upper Mississippi Region,H07,Not Major River,NotMajorRiver,Upper Mississippi Region,H07,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,Rice Creek,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3R2_BaseStream,NRS18_08_TSS,MN_Streams_MN_3rd,MN,R07020011000019,None,PROB,NHDPlusV1,Minnesota,Include,F27043,3,LargeStreams,3,MN,Target,Non-Urban,Non-Urban,47,Western Corn Belt Plains,47b,Des Moines Lobe,MN_LS_TPL,9967.390721,689.9108573,157107.3,702920.1,1552.299429
2014505,4/7/2021,NRS18_IN_10649,8/25/2019,1,2019,NRS_IN-10109,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Jefferson,18450655,StreamRiverPer,198.03,Region_05,Target_Sampled,46006,150,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,431028,Big Creek,H05,MS,H05120207,Muscatatuck,38.81478276,-85.52807281,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H05,8,EASTERN TEMPERATE FORESTS,8.2,CENTRAL USA PLAINS,Big Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverLS_TPL,NRS18_18,IN_LS_TPL,IN,R05120207000085,None,PROB,NHDPlusv2,Indiana,Include,F18077,3,LargeStreams,3,IN,Target,Non-Urban,Non-Urban,55,Eastern Corn Belt Plains,55d,Pre-Wisconsinan Drift Plains,IN_LS_TPL,2421.613437,459.7741865,898976.7162,196944.3473,752.3577598
2014506,4/7/2021,NRS18_SD_11294,8/25/2019,1,2019,NRS_SD-10596,2018-19,PLNLOW,Plains and Lowlands,NPL,Northern Plains,Not_Border,Butte,5454530,StreamRiverPer,896.18,Region_08,Target_Sampled,46006,142,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1265120,Belle Fourche River,H10U,MS,H10120202,Lower Belle Fourche,44.69356888,-103.7398439,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10U,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Belle Fourche River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverRO_NPL,NRS18_18,SD_RO_NPL,SD,R10120202000661,None,PROB,NHDPlusv2,South Dakota,Include,F46019,6,RiversOther,6,SD,Target,Non-Urban,Non-Urban,43,Northwestern Great Plains,43g,Semiarid Pierre Shale Plains,SD_RV_NPL,374.8071512,71.88881179,-611561.4357,829740.9795,115.0220989
2014507,4/7/2021,NRS18_MT_10032,8/25/2019,1,2019,NRS_MT-10434,2018-19,WMTNS,West,WMT,Western Mountains,Not_Border,Powell,24296566,StreamRiverPer,2019.58,Region_08,Target_Sampled,46006,121,Include,Include,Include,Include,Include,West,StreamRiver,0,None,H17,PN,H17010201,Upper Clark Fork,46.40586386,-112.3703983,Pacific Northwest Region,H17,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,None,USFS,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseSS,NRS18_13_TSS,MT_SmallStreams_WMT,MT,R17010201001571,None,PROB,NHDPlusV1,Montana,Include,F30077,1,SmallStreams,1,MT,Target,Non-Urban,Non-Urban,17,Middle Rockies,17ai,Elkhorn Mountains-Boulder Batholith,MT_SS_WMT,11023.93,1736.962377,-1255924,1103537,2931.124012
2014508,4/7/2021,NRS18_NY_10016,8/26/2019,1,2019,NRS_NY-10049,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Albany,6189052,ArtificialPathStreamPer,0,Region_02,Target_Sampled,55800,118,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,970226,Hudson River,H02,MA,H02020006,Middle Hudson,42.47412939,-73.78701551,Mid-Atlantic Region,H02,Hudson River,MajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Hudson River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseRiver,NRS18_08_TSS,MajorRiver,NY,R02020006001068,None,PROB,NHDPlusV1,New York,Include,F36001,7,RiversMajor,7,NY,Target,Urban,Non-Urban,59,Northeastern Coastal Zone,59i,Hudson Valley,NY_RV_NAPSAP,87.02068288,67.30617754,1798504,768300.6,73.8196786
2014509,4/7/2021,NRS18_ME_10014,8/26/2019,1,2019,NRS_ME-10289,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Penobscot,1736862,ArtificialPathStreamPer,4.39,Region_01,Target_Sampled,55800,118,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,573182,Penobscot River,H01,NE,H01020005,Lower Penobscot,44.82133255,-68.70376994,New England Region,H01,Penobscot River,MajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Penobscot River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseRM,NRS18_13_TSS,MajorRiver,ME,R01020005001724,None,PROB,NHDPlusV1,Maine,Include,F23019,7,RiversMajor,7,ME,Target,Urban,Non-Urban,82,Acadian Plains and Hills,82h,Penobscot Lowlands,ME_RV_NAP,123.077,100.0877809,2125593,1126430,113.4328183
2014510,4/7/2021,NRS18_KS_10141,8/26/2019,1,2019,NRS_KS-10289,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Cherokee,11070207886,StreamRiverInt,269.01,Region_07,Target_Sampled,46003,146,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,0,None,H11,MS,H11070207,Spring,37.02237885,-94.6211974,Arkansas-White-Red Region,H11,Kennebec River,Additional,Arkansas-White-Red Region,H11,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,None,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_Over,NRS18_18,Equal,KS,R11070207001163,11070207886,PROB,KS_REGISTER,Kansas,Include,F20021,0,SmallStreams,0,KS,Target,Non-Urban,Non-Urban,39,Ozark Highlands,39a,Springfield Plateau,KS_RV_ALL,1500.853918,154.5116594,121515.3753,-52641.02496,320.5295062
2014511,4/7/2021,NRS18_IN_10040,8/26/2019,1,2019,NRS_IN-10072,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Posey,10381807,StreamRiverPer,117.445,Region_05,Target_Sampled,46006,150,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,435909,Hawthorne Creek,H05,MS,H05120113,Lower Wabash,38.0890458,-87.93263453,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H05,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Hawthorne Creek,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_OverSS,NRS18_13_TSS,IN_SmallStreams_TPL,IN,R05120113000483,None,PROB,NHDPlusV1,Indiana,Include,F18129,1,SmallStreams,1,IN,Target,Non-Urban,Non-Urban,72,Interior River Valleys and Hills,72c,Green River-Southern Wabash Lowlands,IN_SS_TPL,5061.698,2012.950735,700021.3,95749.3,2516.188418
2014512,4/7/2021,NRS18_SD_10013,8/26/2019,2,2019,NRS_SD-10374,2018-19,PLNLOW,Plains and Lowlands,NPL,Northern Plains,Not_Border,Mellette,20181637,StreamRiverPer,739.32,Region_08,Target_Sampled,46006,142,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1255348,Gray Eagletail Creek,H10U,MS,H10140203,Little White,43.40178445,-100.9843349,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10U,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Gray Eagletail Creek,Tribal Land,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseStream,NRS18_13_TSS,SD_LargeStreams_NPL,SD,R10140203000123,None,PROB,NHDPlusV1,South Dakota,Include,F46095,3,LargeStreams,3,SD,Target,Non-Urban,Non-Urban,43,Northwestern Great Plains,43i,Keya Paha Tablelands,SD_LS_NPL,909.2627,230.3992672,-401641.8,671320.5,319.9989822
2014513,4/7/2021,NRS18_MT_10112,8/26/2019,1,2019,NRS_MT-10398,2018-19,PLNLOW,Plains and Lowlands,NPL,Northern Plains,Not_Border,Meagher,12420343,StreamRiverPer,1443.41,Region_08,Target_Sampled,46006,142,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,790736,Smith River,H10U,MS,H10030103,Smith,46.60898417,-111.0761684,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10U,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Smith River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_OverRO,NRS18_13_TSS,MT_RiversOther_NPL,MT,R10030103000315,None,PROB,NHDPlusV1,Montana,Include,F30059,5,RiversOther,5,MT,Target,Non-Urban,Non-Urban,43,Northwestern Great Plains,43t,Shield-Smith Valleys,MT_RV_NPLXER,801.9079,134.6046659,-1153946,1109332,173.4904583
2014514,4/7/2021,NRS18_MT_10027,8/26/2019,1,2019,NRS_MT-10353,2018-19,PLNLOW,Plains and Lowlands,NPL,Northern Plains,Not_Border,Meagher,12420367,StreamRiverPer,1479.58,Region_08,Target_Sampled,46006,142,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,787971,Newlan Creek,H10U,MS,H10030103,Smith,46.59422468,-111.0444186,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10U,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Newlan Creek,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseStream,NRS18_13_TSS,MT_LargeStreams_NPL,MT,R10030103000415,None,PROB,NHDPlusV1,Montana,Include,F30059,3,LargeStreams,3,MT,Target,Non-Urban,Non-Urban,43,Northwestern Great Plains,43t,Shield-Smith Valleys,MT_LS_NPLXER,1417.792,136.5922781,-1151794,1107332,367.0917473
2014515,4/7/2021,NRS18_DE_10018,8/26/2019,1,2019,NRS_DE-10092,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,New Castle,4651394,StreamRiverPer,16.42,Region_03,Target_Sampled,46006,118,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,214832,White Clay Creek,H02,MA,H02040205,Brandywine-Christina,39.69224733,-75.7342312,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,White Clay Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseLS_SAP,NRS18_18,DE_LS_SAP,DE,R02040205000122,None,PROB,NHDPlusv2,Delaware,Include,F10003,4,LargeStreams,4,DE,Target,Urban,Urban,64,Northern Piedmont,64c,Piedmont Uplands,DE_LS_CPLSAP,29.42303881,38.20444254,1709272.576,428650.75,47.75555318
2014516,4/7/2021,NRS18_NH_10035,8/27/2019,1,2019,NRS_NH-10137,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Grafton,0,StreamRiverPer,274.09,Region_01,Target_Sampled,46006,118,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,0,None,H01,NE,H01070001,Pemigewasset,43.9031519,-71.98528329,New England Region,H01,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Pond Brook,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_NAP,NRS18_18,NH_SS_NAP,NH,R01070001002704,NHRIV700010303-05,PROB,NH_State_Frame,New Hampshire,Include_100K,F33009,0,LargeStreams,3,NH,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58n,White Mountain Foothills,NH_LS_NAP,4333.416473,173.4771778,1901486.636,958269.9723,192.7524198
2014517,4/7/2021,NRS18_VA_10019,8/27/2019,1,2019,NRS_VA-10144,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Alleghany,8522175,StreamRiverPer,304.05,Region_03,Target_Sampled,46006,157,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1482763,Cowpasture River,H02,MA,H02080201,Upper James,37.79851556,-79.77552806,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Cowpasture River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_Base2019,NRS18_18,VA_LS_SAP,VA,R02080201000045,None,PROB,NHDPlusv2,Virginia,Include,F51005,4,LargeStreams,4,VA,Target,Non-Urban,Non-Urban,67,Ridge and Valley,67g,Southern Shale Valleys,VA_LS_CPLSAP,1,1182.720695,1408217.043,153957.212,1182.720695
2014518,4/7/2021,NRS18_OK_10013,8/26/2019,1,2019,NRS_OK-10062,2018-19,PLNLOW,Plains and Lowlands,SPL,Southern Plains,Not_Border,Johnston,430554,ArtificialPathStreamPer,191.02,Region_06,Target_Sampled,55800,144,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,1101723,Washita River,H11,MS,H11130304,Lower Washita,34.22208268,-96.7068832,Arkansas-White-Red Region,H11,Washita River,Additional,Arkansas-White-Red Region,H11,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,Washita River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_13NR_FPF_RO_Base,NRS18_13_TSS,OK_FPF_RO,OK,R11130304000029,None,PROB,NHDPlusV1,Oklahoma,Include,F40069,6,RiversMajor,6,OK,Target,Urban,Non-Urban,29,Cross Timbers,29b,Eastern Cross Timbers,OK_RV_SPL,205.165522,153.8384852,-64631.61,-366746.4,190.9719126
2014519,4/7/2021,NRS18_OK_10010,8/27/2019,1,2019,NRS_OK-10172,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Muskogee,371319,ArtificialPathStreamPer,152.61,Region_06,Target_Sampled,55800,146,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,78956,Arkansas River,H11,MS,H11110101,Polecat-Snake,35.80758467,-95.3981027,Arkansas-White-Red Region,H11,Arkansas River,MajorRiver,Arkansas-White-Red Region,H11,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,Arkansas River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_FPF_RM_Base,NRS18_18,OK_FPF_RM,OK,R11110101000005,None,PROB,NHDPlusv2,Oklahoma,Include,F40101,8,RiversMajor,8,OK,Target,Urban,Non-Urban,40,Central Irregular Plains,40b,Osage Cuestas,OK_RV_TPL,251.9665574,109.8039701,53909.18315,-189423.6552,131.7647642
2014520,4/7/2021,NRS18_PA_10046,8/27/2019,2,2019,NRS_PA-10042,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Philadelphia,4782173,StreamRiverPer,32.325,Region_03,Target_Sampled,46006,118,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,1191626,Wissahickon Creek,H02,MA,H02040203,Schuylkill,40.07336246,-75.2235382,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Wissahickon Creek,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3R2_OverStream,NRS18_08_TSS,PA_Streams_PA_3rd,PA,R02040203000004,None,PROB,NHDPlusV1,Pennsylvania,Include,F42101,3,LargeStreams,3,PA,Target,Urban,Urban,64,Northern Piedmont,64c,Piedmont Uplands,PA_LS_CPLSAP,10658.19674,618.3611891,1742404,479638.4,674.5758426
